Date,AAPL,MSFT,GOOGL,AMZN,NVDA,META,TSLA,LLY,V,UNH,AMGN,PM,LOW,UPS,COP,INTU,PFE,SPGI,MDT,DE,C,USB,SLB,HUM,CME,MU,NSC,AON,TGT,LRCX,ETN,MCO
2020-01-03,-0.009770096654207578,-0.012529779789158747,-0.005245061426369048,-0.012213314472679244,-0.016135137552824096,-0.005305354171338733,0.02920267893223429,-0.0033333828117516036,-0.007984954388032067,-0.010170997661803724,-0.006811910469176487,-0.001880122075764481,-0.007164871059291994,-0.0005996707012409444,0.0036598150834165877,-0.0067101530116555255,-0.0053798462458411805,-0.00335277141235067,-0.005953491847778967,-0.007434319253885898,-0.019015239814511295,-0.011723990621209514,0.009661880410422425,0.004449618866475764,0.01328762062461326,-0.01564828781996059,-0.001831064194055396,-0.003934930300177542,-0.010445382707563738,-0.010800232954111465,-0.007433313495493248,-0.002485425863950003
2020-01-06,0.00793687693801613,0.002581222890224506,0.026305044118816883,0.014775871094842,0.004184684446850888,0.018658419972255303,0.019071612174755247,0.0037114995622981473,-0.002164591795315329,0.006918050078590654,0.0076447266994831165,0.011575884070595014,0.0062513924716727474,-0.0044649537942759955,0.011802339782988681,0.0076489817579875495,-0.0012851537835576864,0.0076626437128572275,0.008830088831971039,0.007151281226198333,-0.003141656398945483,-0.013766994200192784,0.006390101015034233,0.015474962162335048,0.004098425037383385,-0.017761717255073993,-0.002599576898591895,0.0028809922729680286,-0.00950319739606276,-0.018839938067270696,0.0018895025668146455,0.0031058017376722137
2020-01-07,-0.0047139965147515546,-0.009159237343507739,-0.0019334580474240734,0.002089436023074214,0.01203414060062687,0.0021613186669338794,0.03806670586808656,0.00188850402541647,-0.002646450751462786,-0.006055172047581432,-0.009449756937200115,0.004407622580697399,-0.00600059069108889,-0.0017227729413258907,0.0,0.00022536913238605782,-0.0033493016235052963,0.0069282901200144,-0.0034877970434730172,-0.01751566085699327,-0.008722723047308683,-0.009576254758972367,-0.00515814743678356,-0.009980971121760315,-0.0019493681124333057,0.08409821169288723,0.00397303573774033,-0.008522824452564021,0.0017787286241169194,0.024086172337215925,-0.005258134367622926,-0.00360342936583477
2020-01-08,0.01595812040643584,0.01580296158918697,0.007092481807873535,-0.007839287338238396,0.0018736274977048004,0.010087030780483574,0.048032568493066904,0.009015086117817017,0.016973247375983408,0.020865217940126163,0.0007560425277744373,0.018803358931645985,0.015757553335382143,0.005673674240104577,-0.023437468602433068,0.02377034943490331,0.007968296540157727,0.014240755870010488,0.01740377126947123,0.012355992400305903,0.007589193811713022,-0.0021013966276065953,-0.029994818661256986,0.021918458299857748,0.005400022082140426,-0.012954680981861104,0.004666214143827067,0.00410195884426624,-0.003236343142479792,0.01251234132815973,0.0030531148089910525,0.018988852460148285
2020-01-09,0.021018487825367353,0.012415634299386087,0.010443234140470822,0.0047876954600311996,0.010922858114472201,0.014209454590377802,-0.022189385476863444,0.01639326476197867,0.0069061033692032325,-0.005693621926951539,0.002975910586073881,0.002722587650933122,0.0042697644624230275,0.0023117382358933845,0.017250938119479284,0.009319356974935682,-0.004361667195951798,0.01590731668454782,0.016092990889655476,0.00961824378105496,0.00903192639817193,0.00035074160991612787,0.01135357049101234,-0.0283721659307722,0.011433593455945685,-0.003657493109681712,0.003384345800982502,0.006958574748175861,0.0008101768619289909,-0.0068241791094407625,0.0006304891551044874,0.01306466841970991
2020-01-10,0.0022579584488265384,-0.004638303016383026,0.006438057884632033,-0.009455156242405702,0.00533491304601302,-0.0010999717119357967,-0.006649355680979626,0.015187275754006928,0.0026871151252730887,0.00308801633129117,-0.0028079616131994004,-0.009332100939407227,-0.008640431380997921,-0.009106557654250813,-0.00988636537831647,0.0012723915847295726,0.015310193431409366,-0.002212504246782734,0.0021093470306340735,-0.023759999856847774,-0.010418931905376934,-0.006858524347629685,-0.0007525250580171403,-0.0010705350580231601,-0.016346242162961183,-0.011230242553209932,-0.003789270692337479,-0.004986065339173179,0.009910047812008951,-0.012122693999005292,-0.002208319485911176,-0.0033007590132840717
2020-01-13,0.021139583979899946,0.011952886196922554,0.007717112699287548,0.0043132627393767525,0.030870983514611924,0.017501615533177826,0.09320702322102224,0.006788323001237271,0.00801837309775635,-0.031948700934885096,-0.0056399983290011365,0.004108173748318938,0.00041296894692592205,0.007565965107734347,-0.004443202068076015,0.002865710406815286,-0.002027852948099768,0.018176474029970257,-0.005324078820518634,0.007525141642195216,0.017511414788393825,0.000705415078942915,-0.015178724596384583,-0.020083867220272847,-0.004642697690558524,0.013669966311187106,0.013724542506740331,0.0048427187480095625,-0.00691872310632593,0.009972399223344372,-0.0012643451834963948,0.013853650168003573
2020-01-14,-0.01359559527098847,-0.007068036285640274,-0.006577101175707775,-0.011625527046359843,-0.01882830226263949,-0.012926302444708174,0.024578286172624794,0.012232567000399524,0.00367944451237848,0.008326198917488366,0.012916087992369783,-0.0027368669956519313,-0.008128732195071629,0.004444049076389299,0.00015352787204674738,-0.012246808236829741,0.016608396788275245,-0.013928459992848238,-0.008253686179406292,-0.006142256262854849,0.01550235109289601,-0.00211808905281047,0.007618050076804322,0.001036234606414688,-0.0028453619950786777,0.0012177693517046605,0.007065175590842559,-0.006815228157012331,0.011158862278601375,0.011604592470850343,-0.008044166306932084,-0.008225029395522762
2020-01-15,-0.004294390497367105,0.006455258169423182,0.006000312220950355,-0.003977024437111101,-0.006939448733473999,0.009495532973824633,-0.03676981311758122,0.0032649543382087297,0.01894721599572681,0.02795024941893099,0.007058454860196135,0.008413975807379183,-0.004591156089332828,0.005612155068735226,-0.0021512457752235984,0.0011730452144209681,0.014862666029184953,0.014404654811846624,0.0024747484001569954,-0.004327810032453153,-0.00821356844115614,-0.029044693669235132,-0.030826838216044955,0.01891042168594558,0.007097957030750685,-0.023749792380731684,0.005882460234358235,0.006623914456020372,-0.06821760939727357,-0.008078854259848334,-0.00212765644332388,0.014329785032715828
2020-01-16,0.012448450791931683,0.018157246101227556,0.007586511201215434,0.008513567549042408,0.013589742743220395,0.0027996420265401995,-0.00970946227670784,0.002265132856413576,0.0057391915569865665,0.014502508461749147,-0.004977037446686078,0.002713382065772766,-0.002093962073886249,0.005749643685177225,0.0010760553543838448,0.014076249790044206,-0.0014764378029659435,0.012859210325687829,0.012955771635849019,0.01463912824654882,-0.002958412287455403,0.0039940917260341425,0.01167161023468609,0.00836995130144593,0.010384292606802705,0.02652752509055138,0.01642508027717158,0.0053436053232366765,-0.00582886150528709,0.025187828941492223,0.009750078474783581,0.011864674673928169
