Date,NSRGY,ASML,NVO,SHEL,LVMUY,AZN,RHHBY,SAP,NVS,TM,TTE,SIEGY,HSBC,SONY,HDB,UL,BUD,BTI,BP,DEO,RIO,VALE,GSK,SNY,ADDYY,VWAGY
2020-01-03,0.00929981784221358,-0.016245930999587214,-0.02165142469038195,0.007836445531288379,-0.008949432325637361,-0.005971308771394828,-0.005886540954341569,-0.020902597352696606,-0.0016864064705325078,-0.010530793209416406,0.003612105391904825,-0.026818832983562666,-0.015615147707694467,-0.014292268992220383,-0.026888964684876063,-0.001404148635143798,-0.0084236377512752,0.018259893790488344,0.01792955312777257,-0.002041149765027756,-0.017687656414759848,-0.011967182417178144,-0.009422151807058837,0.001577262961932085,-0.004049168404850754,-0.024428622143920494
2020-01-06,0.00803302600496623,-0.007986077330212265,-0.0017524498051136753,0.012379515020524392,-0.0002143152649091684,-0.0042013746929091735,0.009060740907271523,0.0016408471213477255,0.006729032303653079,0.00014228719088820843,0.018575078940935956,0.004007559818318511,-0.003359603770645665,0.015015993441665666,-0.017898266395756614,0.0010531680759513047,0.00698471696490033,0.009573761616990754,0.02592935582870896,0.007841270387914398,-0.006650119474599595,-0.01135097054153395,0.0004301671422509887,0.009607038795060318,0.0017197783412021058,0.010761024339328799
2020-01-07,-0.018813982797246123,0.010801647078290495,-0.0010529160742592744,-0.009228819757646521,-0.009464303985902658,0.0038017650248348646,-0.007831755653969907,-0.0043313989764496436,-0.010004872107532358,0.0052429215267550565,-0.005678770184580574,-0.004161915110519755,-0.007535653121694515,0.01564892790526689,-0.003618445708120249,-0.016271696658597914,-0.020856953880389377,0.0146385087158316,-0.010595590316726407,-0.008622971120955725,-0.0010272272125064247,0.006825870938162292,-0.006255715851189209,-0.010001168864413216,0.009467107135935739,-0.00510988175698796
2020-01-08,-0.014651939056716521,0.010321796149279987,-0.0017576760670012668,-0.011824611342689613,0.008179168935758103,-0.0023993445960063973,0.0034339427949843407,0.010867310548177824,0.0,-0.0024763841882413087,-0.006069145989088188,0.007693501296521508,-0.0023501679014431,0.003696723106977837,0.010653218728028865,-0.004288859369881914,0.004523695701401717,0.015087880958267666,-0.015333765511982754,0.0132629790613617,0.008696826582606822,-0.0007561057725382767,0.004318612437146751,0.004718772109060406,0.025863335675675145,0.0076549568946889645
2020-01-09,-0.004333853071660629,-0.00169102477982741,0.010324898971577517,-0.00016749742110523728,0.012779508269174017,0.0025992132945288674,0.0004896020619842786,0.015062252882445636,0.003064648491179974,-0.00461536901435491,0.0005369651449052027,0.007939055660924458,0.0065147544357092736,0.008057341075159432,0.019054341620054652,0.006426336552856159,-0.012273148731593776,-0.0004405548545642418,0.0033421409644240193,0.007979769511683015,-0.010410655175258738,-0.017551124023578547,0.005158007537274477,0.003524570814268956,0.02208698943102089,0.010871132816065561
2020-01-10,-0.003973437311129298,-0.017404652854768693,0.0213578884454999,-0.011290077125877394,-0.004454288032949656,-0.0046033240565402185,0.004151910845654201,-0.001094637316724928,-0.009648493258558226,-0.0055667088950979325,-0.007544572538940446,-0.02214116291446424,-0.00939474157838893,-0.0023963742848706745,-0.009966341122094723,0.0007113050675150154,0.0062780660461195376,-0.0037525061662045537,-0.005662607173621814,-0.004188957329760966,0.0027410558051583077,-0.0015407551573165242,0.0029963478931608733,0.008951314162413307,-0.006452558234270144,0.01670646204317967
2020-01-13,0.01121747325938764,0.017636770722955452,0.004929837984544147,-0.0008475077512146352,0.014666574056199573,-0.003617233345390192,0.003406370796764645,0.009807466786722114,-0.0015995084625140903,0.005922455374014241,-0.0010824577224730011,0.002019144690285446,0.009913916727128,0.010947551536580504,0.01523073539523309,0.004612558300959393,-0.0025803500725797663,0.003972607054699404,0.0015473256081565397,-0.00717961988516859,0.011566699879756608,0.02662764056712771,0.0034137590939831135,-0.004076448539246112,0.008883230177344032,0.000988674323509105
2020-01-14,-0.0008440986500151286,0.0036426986876814497,0.010291148811404242,-0.0006786220482373651,0.0024064068252291704,0.01021529770509086,0.0002429252827926481,-0.007838263421076207,0.007124399929257358,-0.0013528163076753142,-0.012898600198346216,0.002943678524870744,-0.0036408669711536228,0.011518953099236963,-0.0006364877075294052,-0.003013543156349499,-0.01574837138544466,-0.0033094313513140424,0.0005155843383940061,0.0013094194386099641,0.0016898155321941621,0.009712626406855497,0.0019152699244108196,-0.008399436437436281,0.007945345097098754,-0.0009886743235092384
2020-01-15,0.00794300056664864,-0.00819752912496055,0.04608502101521028,-0.0016988188695824529,0.005003016346232512,0.012279968244211464,0.008704109610654289,-0.006212387545977377,0.0023283001931782704,-0.007221058864291389,-0.010477131863620936,-0.003564501978949665,-0.0007820517558897775,-0.012077398217924473,-0.005587898416842457,0.008309139521899178,0.001997715557131458,0.0050701670229926265,-0.0028376423564590515,0.012705028156493856,-0.0040602181849388385,-0.014227265305333763,0.0120445447054173,0.005282396755352755,0.01072329063554899,-0.007944431127977129
2020-01-16,0.012302948259784612,0.003326944181309277,-0.017462009025010047,-0.0008505750432596382,0.0028033455328489495,-0.005725240191849042,0.005042637974918104,0.006503862202383646,0.005271434232710041,0.005296083550392941,0.003320255263474147,0.005264640013013117,0.007015789455575346,0.014145155355306615,-0.013215518552548704,0.0026374289021217287,-0.006256248639632819,-0.00794706524655016,0.003352620453339048,-0.0005284244944596257,0.0027085733904131265,-0.007569988927093649,-0.009496862054045766,-0.0011716347204814026,-0.0028407586456958116,-0.006501511456701267
