Date,USB,SLB,HUM,CME,MU,NSC,AON,TGT,LRCX,ETN,MCO,WM,PSA,CCI,MMM,BSX,KLAC,SHW,FCX,APH,ORLY,D,ADM,ROP,EW,ECL,AJG,MSI,DG,MSCI,PCAR,F,TRV,NXPI,GM,KMB,SRE,AEP,EL,APO,WELL,PAYX,MNST,FIS,SPG,AIG,AFL,A,CDNS,TEL,KDP,CTAS,KMI,GIS,CMG,HLT,STZ,NEM,WMB,BK,O,PSX,YUM,MCHP,EXC,MAR,CPRT,ADSK,AZO,TDG,DD,HSY,ROST,ALL,ODFL,CTVA,IDXX,DVN,LHX,PRU,AMP,PEG,AME,CTSH,DLR,IQV,EA,RSG,RMD,ED,FAST,MLM,HCA,GWW,KHC,BKR,CNC,SNPS
2020-01-03,-0.011723990621209514,0.009661880410422425,0.004449618866475764,0.01328762062461326,-0.01564828781996059,-0.001831064194055396,-0.003934930300177542,-0.010445382707563738,-0.010800232954111465,-0.007433313495493248,-0.002485425863950003,0.00967110896338737,0.010726445640442136,0.005490524401695697,-0.008648249044873251,-0.00775116899251906,-0.01930107785202941,-0.013024958708440395,-0.030771736340936953,-0.01049153231959457,0.002807380852017725,-0.0024428766688127782,-0.0019538076937869004,-0.005877820238183475,-0.003748965896203548,-0.004795156314394466,-0.0020960480740169467,0.016870740631859643,-0.007373432863631864,-0.020121833746012948,-0.009858735096744729,-0.022545464631764198,-0.0035697627838136557,-0.009693405554082121,-0.028767322223626077,-0.0002944941188632533,-0.009161928675007449,-0.0010704954849071048,-0.00759223520052322,-0.007370768751457973,0.01744139152056824,-0.0034134591249014978,-0.006615270386295306,-0.006309640862454319,0.0017905781117597637,-0.0077577259562680275,-0.006959433710215871,-0.016186292212309782,-0.014380683017469186,-0.011882522461144676,0.002432697385554189,-0.00451544397651233,0.007575779085304288,-0.0036512149845721906,0.00805435580653057,-0.013186537690980537,0.006511103201061948,-0.009064222855700311,0.004247953522093401,-0.012847395416439169,0.01791220123787195,-0.033625052029674425,-0.003137046877139464,-0.022177043814604242,0.0030770481915375417,-0.014763161868848898,-0.0088106260708603,-0.01545180639578133,-0.0014804183072463376,0.018162109117314192,-0.02132826394392823,0.008990022586566185,0.00025652023108083973,8.852512421864752e-05,-0.011997022853730437,-0.011900909501317499,-0.0009437702822811771,0.011948477469864454,0.03461140836803958,-0.0167999595138492,-0.012546443703686766,-0.0001704004945498692,0.001387815441352501,-0.009085094740620444,0.0163070203440633,-0.014295164082661033,-0.0013049227952284036,0.004221409453565455,-0.005266538455921746,-0.0025917066687536987,-0.017886645674540316,-0.0029686283692430806,0.0030464520913482235,-0.011818415815485631,-0.011774233460392667,0.0011705881761770605,-0.01170366439997412,-0.007799643593430971
2020-01-06,-0.013766994200192784,0.006390101015034233,0.015474962162335048,0.004098425037383385,-0.017761717255073993,-0.002599576898591895,0.0028809922729680286,-0.00950319739606276,-0.018839938067270696,0.0018895025668146455,0.0031058017376722137,0.005188980666110802,0.003550370699045806,-0.008459235456587185,0.0009521742417342127,0.008192206560301216,-0.022760968216690977,-0.0018441143819842355,0.003898700258024794,-0.005194572196267205,-0.009365667629849183,0.007675866390613273,-0.007853431078562265,-0.009465266144991947,0.013592874313160214,-0.008540350677933937,0.00460589624040228,0.015333639971083408,-0.0034235244034662286,0.004972867324990487,-0.0036902393504035327,-0.00544378347854926,0.0010945460162271915,-0.0070951455792046874,-0.013304209118880127,0.002206906810084831,0.008356810658081144,0.003314833011528953,0.0129109387674492,0.005690864351982629,0.01509102358168535,-0.00011822746206396113,0.0015790669464405586,0.009521244116589824,0.005214751180064526,0.000778373644572121,-0.0028351894428294854,0.0029518801425212275,0.006087656874943295,-0.00694442776384519,0.006573206426382067,0.0025935091206642173,0.003766346929174532,0.012436641100422504,-0.008252402392135785,-0.005195842330274433,0.0045796130985936954,0.00998947369884029,0.013055545494011188,0.009306118257637452,0.005001647193285195,-0.006287537422989109,-0.0005891624297879813,-0.014452301788762311,0.0015347266640774295,-0.01301373787143445,0.008917536342884865,0.011664594403356432,-0.018924059407450042,0.011972867137396552,-0.007103804478004332,-0.0047617621386692776,0.004865902582596561,0.002920524886515243,-0.00793688250930983,-0.0014092895483144906,0.008124941204224379,0.011807395413145015,0.005921199907148923,0.0024628927247019876,0.0032854976238367653,-0.009757601202992069,0.001089217212248902,-0.00999090459358669,-0.009045214162659666,0.005239492902233226,0.014631172456439854,0.004313915860330746,0.00475386374090846,-0.0032776125451582146,-0.015709051593945377,0.00307739085461689,0.003778282530871911,-0.009349024085087402,0.0022381858459105397,-0.004691039803509571,0.030117405592036232,0.0015507244122244094
2020-01-07,-0.009576254758972367,-0.00515814743678356,-0.009980971121760315,-0.0019493681124333057,0.08409821169288723,0.00397303573774033,-0.008522824452564021,0.0017787286241169194,0.024086172337215925,-0.005258134367622926,-0.00360342936583477,0.0006897423176760805,-0.0039716029249669636,-0.017063865282213684,-0.004039152417819288,0.001101995742547695,0.007909116020520513,-0.005427978121169914,0.015444242943357724,0.005379631834840259,-0.013643443666407696,-0.002187099147063481,-0.012118787559332458,0.005076035620463131,-0.007652785919501929,-0.0012795047043388664,-0.010815641796407463,-0.007214661049935319,-0.01519196166709892,0.0013728603093235044,-0.006651425815978887,0.009777531924990507,-0.014762163564173153,0.012891256280471297,-0.019439755134553545,-0.0008821228449756833,-0.0008057044356652537,0.00021342144194825663,-0.006337568835916037,0.0010501057727053244,-0.006543913417508638,-0.005556793548771259,0.004879171705826292,-0.015509790687949332,-0.011426250539775324,-0.00565798702017598,-0.00950958685391507,0.0030608708405650696,0.0031003579448500708,0.020483581932810798,-0.027973877967653327,-0.0007405812021567118,0.002346927933035821,-0.006868926757956942,0.0023979250797621,-0.010380570333964603,-0.036367545851389814,-0.0006937526951692484,0.0,0.0100013445243102,0.00026928854430083093,0.003056348914530853,0.0017667818033877277,0.06494226162705402,0.0008760961104767483,-0.016422721581408995,-0.0012843319414531113,0.0020287492290938314,-0.01759384599445564,0.003754934453551199,-0.015511733111668648,0.0019350929748936634,0.011598783914569031,-0.008608905707684536,0.0028643032288432706,0.0038712282752895954,-0.0030391077781930557,0.003024841300376556,0.004759220281363385,-0.0010700343820055336,-0.012120974105918643,-0.009159644100514253,0.005723351761304123,-0.0071034430760282125,-0.009892325827939244,0.011546010459801786,-0.0035916749015362714,-0.005201284842994828,-0.005656112875214476,-0.007613238571718364,-0.0019465862311245832,-0.002243866651592579,-0.0013478719239027432,0.001036421851757288,-0.01772227754120893,-0.016993156353144908,0.0,0.006878745295180333
2020-01-08,-0.0021013966276065953,-0.029994818661256986,0.021918458299857748,0.005400022082140426,-0.012954680981861104,0.004666214143827067,0.00410195884426624,-0.003236343142479792,0.01251234132815973,0.0030531148089910525,0.018988852460148285,0.0006033247412873499,0.0018243044540201525,0.004167754765376441,0.01522903230956203,0.005272372963733649,0.0013026139453739143,0.015792709669087673,0.009912376051379996,0.0024018445543633965,0.007273406767238101,-0.0063452222766984005,-0.011145614575767173,0.010865279218652418,-0.006674246098336396,0.00037342307489209806,0.0013716132978967331,0.0010251932287673625,-0.004345324479274338,0.015691686779196926,0.01325881290988617,0.0,0.010670932522888662,0.002496144006788578,-0.014327083199174253,0.00966088472822491,0.006827822333290578,-0.00299296476189216,0.008072255360852024,0.021189188819394023,0.00024303774191399515,0.009792576672986174,0.002039073247116353,0.014583225083073057,0.006554822237628304,0.01167083298634444,0.0030530623454303202,0.00982422342333576,0.01688214629070834,0.010291130640063748,-0.015725793555540133,0.01910769079868134,-0.008001781231680088,0.014257358453450561,-0.0039025589777776934,0.008459632235744885,0.035789732282505565,-0.026962193554892072,-0.015602174107756316,0.001170006537351169,0.004573321421234162,-0.03807466898708213,0.0017637493498631031,-0.012728662455057294,0.007198439050860663,0.012274134431786992,0.00683105840195551,0.012982018157057731,0.0018404758679392208,-0.0023366464602470843,0.01194081679675459,0.00818166188431227,0.0029419257579296676,0.0027594581976516145,0.004703614147825568,0.008046293683396254,0.020677559638464914,-0.03613021726756289,-0.0067921660425672966,0.006404198056921013,0.008955142123060516,0.00623070154418351,0.0022604256843828108,0.006774206851911656,0.008629526166351912,0.005089088772620536,0.010097275825014844,0.0008873689826639031,0.007193246413589295,-0.008016419569329136,0.007486471628820117,0.003399857708190184,0.0065864659098549445,0.010511904292834013,-0.005542007999279448,-0.012836265541730247,0.02103694457518878,0.020082343926161345
2020-01-09,0.00035074160991612787,0.01135357049101234,-0.0283721659307722,0.011433593455945685,-0.003657493109681712,0.003384345800982502,0.006958574748175861,0.0008101768619289909,-0.0068241791094407625,0.0006304891551044874,0.01306466841970991,0.0004305061875861338,0.00042028102148140996,0.005720596802346422,0.003150676504664808,0.0015325606939115474,-0.006701518407861953,-0.006432151579723969,-0.016832799254205225,0.003500494678337369,0.012585480979249664,0.0028115238353775096,-0.010365172015789596,0.014259098235985035,0.010572099922588514,0.013242312776116772,0.009757124822878814,0.01673777060456983,0.006773242295549151,0.0047527636939127755,-0.00647993533503555,0.0010803535693302167,0.007366187781665343,0.006367877340604692,0.012333788622703372,0.015682816093032036,-0.007230855773068507,0.005018754284230897,0.020206666554414787,0.02356390510837057,0.0023070254110659017,0.006787184444911777,0.006715107707052151,0.019072458680135296,-0.008079113077351882,0.0109627563105111,0.00019036569273396227,0.015590434555982101,0.014831387432664534,0.0010231743091994872,0.003954594469505645,0.014677070445604535,0.018262982819888467,-0.0020978310756013235,0.006909479347185019,-0.0010992568719220184,0.017193414710249752,-0.010030926940990942,0.005932113774364462,0.0033076038244140345,-0.01718873717744687,0.014495771160084039,0.007898061756874105,0.009380483879234685,0.003037958232123316,-0.0019101813392746064,0.013523700653999653,0.0104219723415908,-0.0018317366531427515,0.01656207383785597,-0.008983101039531574,0.003623044832251075,0.02470266398423503,0.01131342383763619,0.022675462869325883,0.0010445108475580064,0.0227803956783776,0.011673385662886079,0.004721816245336471,0.007525420657393857,0.01029685862679748,0.007905504163442168,-0.004920518712787603,0.006237642629010919,8.407313420323799e-05,0.011983706073230235,-0.0011879378179348106,0.00827965405163517,0.008347795784709667,-0.0010351469112654908,0.0005523165888765275,0.0023444125542524063,-0.012538281017275355,0.005141648597138774,-0.00032687105651184827,0.010841515876446044,-0.0032677080971676327,0.019081810568434387
2020-01-10,-0.006858524347629685,-0.0007525250580171403,-0.0010705350580231601,-0.016346242162961183,-0.011230242553209932,-0.003789270692337479,-0.004986065339173179,0.009910047812008951,-0.012122693999005292,-0.002208319485911176,-0.0033007590132840717,0.0006025567313201535,0.008048043600635643,0.015213426887008595,-0.004036824345884037,-0.0008754852108692128,-0.01423279501628216,0.002577793406003154,-0.004640339816221661,-0.0039619486569766596,-0.0011896767113974457,0.0018292611579793874,-0.004540535735585552,0.0006481171221595682,-0.0046276619069079705,-0.005858179467000405,-0.0035562074334172943,-0.00827406631497684,0.004185769103241014,-0.00790953065567139,-0.00819174374009278,-0.0010803535693301248,-0.015450690643354309,0.0035546588383004304,-0.012333788622703326,0.0055058091753275775,0.006296554111336125,0.0048878839677106625,-0.0016054863399180437,0.0012039430177486381,0.004114694258996889,-0.005613512543288437,0.016822626350617913,-0.006880698704716177,0.00387519120799972,-0.004793539204115988,-0.008224293337728578,0.0036601921566644644,-0.004508537351232965,0.003063943174924117,0.0003587487187538325,-0.0018276723394100827,-0.0018576791451573678,-0.002484679725255298,-0.005696318659320167,-0.004501832931014921,-0.027281493797047564,0.014536209184472314,-0.0072080897528550856,-0.01842818143875567,0.006666484010734038,-0.007126276356251809,-0.012411526145362905,0.004612178956054344,0.0023807038634774606,-0.007264331139057397,0.00020982836621039964,0.0021857836733130734,-0.011564921841728382,0.00010076027148188968,-0.02055430523168363,0.010586792738943697,-0.011612159054635973,-0.0029045875900730414,0.01509026213613025,-0.013314865012834168,0.01322443981977363,-0.029442594389183206,-0.009085415276588751,-0.003067023502585717,0.001716201371216089,-0.002056654010338755,-0.005937344278877879,-0.00772085852561657,0.01380262711070929,-0.0012546861515971347,-0.0070660013809295714,-0.0007700575923901721,-0.004388272410649611,0.006996430363558628,0.003032484123961772,-0.0026695543501203717,0.0048724459184505495,-0.0054345774835557826,0.003916410620282799,-0.007214753289615151,0.004975129623974797,-0.0014134653962160387
2020-01-13,0.000705415078942915,-0.015178724596384583,-0.020083867220272847,-0.004642697690558524,0.013669966311187106,0.013724542506740331,0.0048427187480095625,-0.00691872310632593,0.009972399223344372,-0.0012643451834963948,0.013853650168003573,0.012486465262869709,0.004438419556803481,0.006230390107198039,0.0024906851538012554,-0.004388792420485459,0.012008101242567291,0.013608617006367738,0.04768207212986605,0.007266680845400273,-0.003095095745053327,-0.00024354722240789472,0.010637263558217478,0.010048098510658682,0.0024022196359236607,0.013041417885642968,-0.0007332861759241312,0.02111425957887569,0.005856919978521073,0.023322177993995247,0.0032078729770798433,-0.001081798678589126,0.005519052849876906,0.017888938760334854,0.009478938992081548,0.004766508157925786,0.009370866682508283,0.003069399628242035,0.008704108322827978,0.004800791242519292,0.015221654462037664,0.011543542967140608,0.00290368429730117,0.005550348165838811,0.0034474867685585176,0.011275956205315376,0.008224293337728434,-0.0014854542670129259,0.004917379323495031,-0.001530669183809189,-0.002873520402357619,0.014278644937629535,0.0018576791451574385,0.015383255025402293,0.006078745551641827,0.00633342215902454,0.0003187005058670744,0.004249164780192627,0.011844593695594383,0.006704944405421739,0.01640959510175359,0.0040920313659190445,-0.013364612600325124,0.003422650396593456,-0.0015142135387622492,0.009651407074508395,0.009918174733151439,0.00046774428992184806,-0.0034061721642891806,0.015166635241610254,0.011489436158659409,0.010476413603566612,-0.0062320307380966476,0.00903800220041612,0.01831110465459532,0.008080288242627886,0.0023052299313564514,0.01030524606541362,0.01054464734622729,0.0069667434932284365,0.003363580809941097,-0.0008578880559381601,0.000694620978634973,0.008538596968628734,0.013204796887609045,-0.007245324914851655,0.011263640179947345,0.010289160970976688,0.008757574941495505,0.003423172269068972,0.007131034663203122,-0.017194604304778198,-0.00663753702607901,0.009128656860623112,0.014872484320678643,-0.01826698102835157,-0.016891264749326135,0.009852862743080401
2020-01-14,-0.00211808905281047,0.007618050076804322,0.001036234606414688,-0.0028453619950786777,0.0012177693517046605,0.007065175590842559,-0.006815228157012331,0.011158862278601375,0.011604592470850343,-0.008044166306932084,-0.008225029395522762,0.0034784113359269155,-0.0021703606640606585,-0.009395558940769305,0.0024839951212117617,-0.06379108521689286,0.013500404177283468,-0.0006788659469436991,-0.020233024294804048,0.003567998629957575,0.006887812219732808,-0.0012197148196670538,0.0017994018508765148,-0.003990677757359416,0.01120515134084066,-0.007604244495799386,-0.0029406851119273907,-0.014917120965170514,0.02473680843286574,-0.019753220187752094,0.0017918808250793421,0.005396915561414593,0.0028582546631546225,0.005516217888296067,0.004848144207092732,0.0006385547712741051,0.00033087706102096485,0.0036919070134874567,0.010392371443613765,-0.0230128251351246,-0.0004756148035971765,0.004164412656627956,0.0007627649141849189,-0.001963977166937278,0.012584894252383154,-0.005335443393455709,-0.005730590818475368,0.006041595827625436,-0.010685016442378115,0.02421425812059453,-0.00722025488154798,-0.004713306920560131,-0.004184944382711999,-0.0011312787023341135,-0.00438967089439814,-0.0018315892280096225,0.012603378015405746,0.008912025527547014,0.0025200008594359283,0.0025515062195057498,0.0,0.01020408678216158,0.0037799549874793074,-0.009849424308030971,-0.008260864520347347,0.0023811754620087834,0.0008306771224687723,-0.006987182177740417,0.0072672192529188405,0.00730066556221761,-0.003815163370642274,-0.005761862253958335,-0.008454395063720466,-0.005957555958721132,0.0167574475013184,0.0020971916766848904,0.006109677941837753,0.03373050616974901,0.0008461817274350464,-0.0014739053387251475,-0.007747672723575068,0.00222922028136934,9.916968827916872e-05,0.003427803366745442,-0.01005292108952172,0.004919896465718976,-0.0021878770402555432,0.00337004417862539,0.00031604461351962657,-0.00011398558272996465,0.006266004222469793,-0.042791057242955836,0.005083513965198419,-0.012150876757956057,0.01812750701436137,-0.016105863561881307,-0.003634409586205552,-0.01167321897896353
2020-01-15,-0.029044693669235132,-0.030826838216044955,0.01891042168594558,0.007097957030750685,-0.023749792380731684,0.005882460234358235,0.006623914456020372,-0.06821760939727357,-0.008078854259848334,-0.00212765644332388,0.014329785032715828,0.0012698588902260914,0.008928569361251408,0.014685822072356336,-0.008805356103809949,-0.002111936795105165,0.002476438804761152,0.017411590551307726,-0.017564344108617107,-0.007240408563378201,-0.0008213048346715335,0.012610674561969754,-0.0024752557316802142,0.002492464773348359,0.003214765835856921,0.007813047581948526,0.007543177047010836,0.013042662159067717,-0.008837398653646822,0.011446603079863275,-0.009508116255317315,-0.010822768204049307,0.006710007245343265,-0.0015838370288654216,0.0,0.00826431845284983,0.019125661600002525,0.016912379534476905,0.012851624464248713,-0.003272442702789135,0.01088866061740859,0.008621318190563606,0.004564064281324934,0.014150302566948918,-0.00020403586490522422,-0.01075679633571038,0.0019136796892056619,0.007134496347002952,-0.009270189593865817,-0.014863008006587922,0.009376149099565335,0.01102195997214831,-0.0023326301342682008,0.006956697767093528,0.006808501259960708,0.004937803003048349,0.00010470423050852949,0.015981573086039577,-0.0012592622806297442,-0.006293002168220573,0.013515338379192145,-0.014105644708252455,0.00514946253387389,-0.023336125149558625,0.01602439414127643,0.0010188938617000584,0.003419534345493547,-0.0016758701452171858,-0.0020343894290104376,0.017352712390255667,0.01599231501819974,-0.0021525098069267346,-0.010053790635775314,0.0040337679174361095,0.010095847255090646,0.001395664435230731,0.01561576991618731,0.00038115349074046564,0.001784295687681794,-0.006446067578525795,-0.0007723681738742097,0.012088421489301261,-0.0017866397356999825,0.007791078298351104,0.001985503103875192,0.002764704609156212,0.0002736481177241621,0.0045479805632657865,0.0025231485087654935,0.013353406746058399,-0.00081490030473681,0.0055071463643032005,-0.00447213477237217,-0.0029726265866110613,-0.004105439261839915,-0.02957554629759752,0.021145725303192763,-0.0018912452346082726
2020-01-16,0.0039940917260341425,0.01167161023468609,0.00836995130144593,0.010384292606802705,0.02652752509055138,0.01642508027717158,0.0053436053232366765,-0.00582886150528709,0.025187828941492223,0.009750078474783581,0.011864674673928169,0.010685293275377376,0.008077319411785858,0.008157777443622005,0.006818754456172029,0.014690740239438109,0.016665701521678438,0.0007181609312738882,-0.010065856328850726,0.009885301710103931,0.006642314807196092,0.006246495049271321,0.021175682069572963,0.005792798516365781,0.007530983295422892,0.008063729888849538,0.0025019995769282,0.01345365728840368,0.010671377168576237,0.027605419158198877,0.01410118423964645,-0.0021785693275243076,0.009261071386839273,0.012599436796073211,0.011315461449269051,0.008894041985354435,0.006724083081332408,0.0073229628571542076,-0.0025206211316777627,0.005516457506436496,0.01865937441139606,0.006844224808275137,0.018349157618506483,0.012108015559756073,0.00974182113368991,0.011139027399550269,0.009325481894222368,0.0094340773452919,0.015448515746502222,0.006655645779972651,-0.008651685189746551,0.006548029474213911,-0.001869901635945041,0.006536748614232013,0.0059355248110764215,0.01780985904963557,5.225973016460368e-05,0.006869932779197276,0.009613473891833051,-0.08155631432944667,0.00223485702258041,-0.010542344042436192,0.009046586882268358,0.011460428774336685,0.004073371397475923,0.01160910083236306,0.0055704798797188235,0.008922842178447648,0.006879241275349322,0.021820661334114692,0.009117866859301002,0.0030927115407163057,0.0023747841227849376,0.016406170973958755,0.014070650201693269,0.018653233654180274,0.004944679718398639,0.007593315178219668,0.005567125787766442,0.011279897578690898,0.021515155572661187,-0.0011853382163224963,-0.004680250780784229,0.009654088252150543,0.021909007243739592,0.009989507568232277,0.014941347032689019,0.010318084033656773,0.012584275396287634,0.002357699509940347,0.014035365311083882,0.0031228569758237536,0.003525245517624484,0.005496622233560943,0.0041054392618398725,0.008114373864816843,0.00941002915988481,0.011962499794575915
