Date,PG,JNJ,KO,PEP,MRK,ABBV,COST,WMT,MCD,UNH,LLY,PFE,PM,MO,CL,T,VZ,SO,DUK,NEE,AEP,D,ED,XEL,PEG,WEC,ES,DTE,EIX,PPL,CMS,AEE,FE,LNT,ATO,EVRG,NI,PNW,AWK,K,GIS,KMB,SJM,CAG,CPB,HSY,MKC,CHD
2018-01-03,-0.0012131378817230587,0.009552758909399328,-0.002195780897824018,-0.002625842136771306,-0.0014229472688334077,0.015648775258229275,0.012000323753807773,0.00872298877211053,-0.0042139937708304265,0.010490281473275243,0.005432212617790588,0.00740942088453167,-0.001245171548895141,-0.0036752302009204207,-0.003859646580037235,-0.023093081785463765,-0.020549409658735307,-0.0057237506666529825,-0.003123724367434022,-0.02121365061799374,-0.008424503647978532,-0.038490203873312145,-0.009452106890543877,-0.0066933054918677515,-0.005098051977585394,-0.003496918001711813,-0.00886781495927802,-0.003227163274683309,-0.007905286368075304,0.0022874900673364174,-0.00617683791403556,-0.005137727307351847,-0.01427642848048516,-0.008786252278987772,-0.008231189058660382,-0.01543105645500431,-0.006309239901250097,-0.009178815866152323,-0.007072403023924423,-0.00470814517277085,-0.005250800467922145,-0.016712581890913403,-0.002586438673760738,-0.005063903480435061,-0.014138026808433901,-0.004192290979457058,0.002370644957194523,-0.006474095386142853
2018-01-04,0.00706853409780317,-7.105682951480397e-05,0.014084461528966141,0.0049259151140219615,0.016209522916933672,-0.00570280297901149,-0.007765527883428103,0.0009048688378330283,0.007014979483879857,0.004340344061429802,0.004463225968396323,0.002179503338604949,-0.00757720241325055,-0.0039731068153390225,0.006412765185087599,0.009296437556971737,0.0032425724149847124,-0.004264473758401444,-0.00783467430402962,-0.005138152542521479,-0.011838238676433632,-0.00466414541802318,-0.011716324905647002,-0.007791139629497845,-0.029365337244823264,-0.0035094150882049036,-0.01405994426588586,-0.016651192734718157,-0.007330527544236798,0.002608396892888054,-0.01114465111181595,-0.011361932760414084,-0.001975036845100697,-0.011739561323444003,-0.004268447720772284,-0.004204765381109032,-0.004365383085963903,-0.007338780188851701,-0.009496702687279757,0.01596439243097958,0.011578254421563683,0.011530473814007403,0.008022726614000941,0.016340695722683707,0.008347506461948928,0.006986776235403447,0.006307292594261105,0.016901119170861678
2018-01-05,0.0006582694308674419,0.008253155127063705,-0.0002172173365139196,0.002873277791751949,-0.0010519979078466024,0.017407763226790607,-0.0071387773783271324,0.00592732469176549,0.0020151173010443113,0.019068774209061168,0.012277913226201864,0.0019029569905677501,0.008021754578475315,0.0028493101734976545,0.0011947434229844234,0.0036837948618300143,-0.0022812966123499923,0.0017132084318860485,-0.004615903469550764,0.004569029306247474,-0.0021141956974704,0.00013031433958721195,-0.0009780541586047464,-0.007003105850195701,0.008324916995453568,-0.006736972779663897,0.0017826373864349154,-0.0009412935086654528,0.011077166350521805,0.006504071536530542,-0.0071518955752784,-0.0006965258665136975,-0.006925741039096045,-0.004121077516803018,-0.009407098126138602,-0.008445237567213382,-0.011956972732439453,-0.0010908115526375717,-0.009816377547739452,0.003055466812573515,0.008584885690277044,-0.002195529983151312,0.00932540777965385,0.0031631660093354164,0.0038209831229336633,0.004803394174136777,0.009793515975127454,0.0026029623293670756
2018-01-08,0.005260727487474304,0.0012702591012179187,-0.0015191518417710936,-0.005730091439027252,-0.00579010594283591,-0.01602182818549458,0.0038876788364918813,0.01478071614325982,-0.0006898161579651507,-0.01735669121819905,-0.005082735966543517,-0.011123520384780705,-0.0015343789035392463,-0.0012786793371122318,0.0014581934969906118,0.0028841292622792114,-0.0017146856343341899,0.008978366683591643,0.0031730314667886006,0.008238914089783167,0.008756956239902802,0.015356737733874581,0.01406903064066567,0.007480095896689409,0.0030202682011852833,0.008632700062384924,0.006955772530926607,0.007344839561433059,0.019371399005806644,0.014539616445973014,0.011569627718019282,0.011848775428053182,0.00929883917521157,0.011197647218203155,0.003125642776447668,0.001161495214319297,0.008471140450196035,0.00764376227708663,0.008645544358915513,0.0033364952062635567,0.003337353044380098,0.010662636873106646,0.00908001559206495,-0.014188410773973037,0.007189487586702903,0.009738010598414837,0.001066799135220009,0.007389586143424776
2018-01-09,-0.007304844395638832,0.01585715364290441,0.005000218127107381,0.0007628040395657454,0.00247077450090627,0.007538334577424699,-0.011619044607137807,-0.012006711536116765,-0.00224202123352768,0.004983124289225982,-0.0008126573325855091,-0.0010973673493077651,0.0072021681345122435,-0.010524683624993814,0.00145674233482751,-0.0026071139226776507,-0.0036683036174467443,-0.012500460339402664,-0.011678904943749013,-0.00732156221401814,-0.011761286378595748,-0.010382040182091323,-0.010616276906070699,-0.011667268264062836,-0.0036139503360584913,-0.007947389743638067,-0.0075503029486047035,-0.012151487057504573,-0.010592134743876325,-0.002229123269473554,-0.013595492773058493,-0.01291530594988044,-0.010858649707784385,-0.01516619156022403,-0.010305854118848545,0.010247457746424216,-0.011999819824610736,-0.012401896861878203,-0.009028447633074088,-0.005638239725563654,-0.005198518489155424,-0.022020983099019564,0.0007893869069099946,-0.003464892356750293,0.00042313333103582984,-0.002455005060848281,-0.0009690257622163578,-0.000991170506658201
2018-01-10,-0.00637014644905276,-0.001179420102014772,-0.0034614469619064225,-0.005081263990416529,0.00880274186274188,-0.005486909479171298,-0.004670256710534337,-0.0071720768523243494,-0.00017322606117664563,-0.007437738993680276,0.00046459633111739507,0.001648095684879225,0.007054942832196653,0.01034938823901399,-0.010840887952884404,-0.02320617052224494,0.0015500731709072735,-0.01394543370956014,-0.013909289141999626,-0.008232962612870875,-0.015301835970553901,-0.01295171173935783,-0.013290913519249825,-0.009873582996247854,-0.004633819103373571,-0.019103423554623467,-0.007445795203532279,-0.009840858263234331,-0.010705186236789177,-0.013724922973971432,-0.01597017920503563,-0.01465444228407553,-0.007984070263905352,-0.01759929107876801,-0.02167319538452317,-0.023923577291939724,-0.02307724519515275,-0.017678778795425343,-0.011648172315063432,-0.025588815176610602,-0.011631865427330412,-0.01575376349608082,-0.020743023710331543,-0.014977010251847944,-0.03128947919623781,-0.026015078435021377,-0.014933915020662991,-0.01190726942693987
2018-01-11,-0.0035370019244317374,0.005695611101588227,-0.0006511561394653143,-0.00510746397204187,0.005235611447493627,0.002929760578553653,0.02135706281121119,0.003511979737880866,-0.0006913267457830941,0.005307683680060071,0.003368481548385205,0.0024677219545767848,-0.00728958609570296,0.0,-0.0036085383221009515,-0.003823161492156113,0.008125432033830426,-0.015448052086570296,-0.010360707355524967,-0.0005971758607188349,-0.011079133523507867,0.0,-0.006549998498183385,-0.013223136829356275,0.012145568311118238,-0.001413655989669138,0.0032616231303852494,-0.006785444866624024,-0.008275066385195595,-0.0006473999224675397,-0.013117057961987366,-0.005842863603125581,0.014084442011135678,-0.008708824126493764,-0.009900938019711814,-0.006470744276746765,0.0,-0.008067497663208023,-0.011201674309686327,-0.01551788069108051,-0.009210423435486392,-0.019658845654845436,-0.008134554963518115,-0.0019006969714618904,-0.001527606677829696,-0.006587055313590939,-0.0057097120045404015,-0.008435422660400538
2018-01-12,-0.005990229984789819,0.006699320718935642,0.0023893408289710205,0.004277917195319336,0.01840265053757517,0.010778721562814564,0.012989810093934961,0.008497944031116589,0.0010379198540286794,0.014419541993378582,0.006829479157057783,-0.0005474250387834667,-0.0034333910755908192,-0.00967438121125097,0.0009392767544231795,0.011513317826087333,-0.004797514151262727,-0.009060946450622831,-0.00479289934904692,-0.0011958694354265997,-0.018478009318972144,-0.0035426102286494343,-0.011195209557761876,-0.008128747142943982,0.0019998206340257063,0.0007865193377878388,-0.00276336660040577,-9.620827853085157e-05,-0.014441618985221893,0.006476425140623077,-0.00856034605839795,-0.011220061072450216,-0.005621655017198357,-0.007781148058553233,-0.0020001972594790862,-0.007499288867537146,-0.00248645320386931,-0.00875891881313895,-0.046141049388930266,-0.019551441425637694,-0.004131633800023238,0.002484479173312071,0.0022734986196273343,-0.001360105256459021,-0.0052464168117500876,-0.007448674662592469,9.884832492002005e-05,-0.007089249119545116
2018-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-16,0.006807467272803791,0.007546962854002803,0.008233997095081103,0.004089237047718797,0.058131821140079865,0.02142687635027518,-0.0016160545843653118,-0.0017845192088231654,0.0006338152528233554,0.018631873577166003,-0.01942970153767698,0.0016420755703321355,0.0035409696684784997,-0.009912278774052652,0.010720551445480675,-0.00487806362017118,-0.003856672273986117,-0.004014113929024954,-0.006084054958283791,0.001463388837498858,0.0005928374423964655,-0.00882291602367924,-0.005912901717960661,0.0031013894358498106,-0.010977759803805665,-0.007543876577857489,-0.006519891966973224,0.002117011113801359,-0.0014651905532357956,0.0057918907030409805,0.005680577733718328,-0.0010809042267576618,-0.0049883627469834435,0.0007589215963723639,0.0032567914627001926,0.010936490137169352,-0.0016614582292109326,-0.004544385043381172,0.01719623661233549,0.019322670674650544,0.010025955712910095,0.011329509548260397,0.004698969778914819,0.0016345750231967493,0.02043530472225652,-0.008968507972237028,0.00277221536842176,0.004692095885123537
