Date,AAPL,MSFT,NVDA,AVGO,ORCL,AMD,CRM,ADBE,CSCO,ACN,INTC,TXN,QCOM,INTU,AMAT,ADI,NOW,MU,LRCX,KLAC,SNPS,CDNS,APH,NXPI,PANW,MCHP,MSI,ADSK,FTNT,ON,ANET,TEL,HPQ,KEYS,TYL,PTC,GLW,EPAM,TDY,IT,ROP,IBM,HPE,CDW,MPWR,TRMB,TER,WDC,STX
2020-01-03,-0.009770096654207578,-0.012529779789158747,-0.016135137552824096,-0.025764065522079937,-0.003527916088016589,-0.01023550421374865,-0.004922531724085683,-0.007865059622566164,-0.01644991144032043,-0.001667042728899399,-0.012237771182777777,-0.01336376013106904,-0.019009249573535565,-0.0067101530116555255,-0.016044202000497002,-0.01776026903924414,-0.00048081666915424873,-0.01564828781996059,-0.010800232954111465,-0.01930107785202941,-0.007799643593430971,-0.014380683017469186,-0.01049153231959457,-0.009693405554082121,0.006013933757007185,-0.022177043814604242,0.016870740631859643,-0.01545180639578133,0.013853259083355048,-0.014874603169152978,-0.01908480662060894,-0.011882522461144676,-0.012584906711748695,-0.022420555704078644,0.001403218290941211,-0.012384906953086862,-0.013089787476423037,0.0050263939232579906,0.007135514393496199,-0.0003845751006072845,-0.005877820238183475,-0.008007254389149341,-0.025048504348361724,-0.012097172465876653,-0.018275881667237676,-0.010305671099883834,-0.02102921853985323,-0.01551136292737392,-0.02663264133625468
2020-01-06,0.00793687693801613,0.002581222890224506,0.004184684446850888,-0.0014970036776081378,0.005194602524763093,-0.004330331317710639,0.04287812270062455,0.005709818156680369,0.003562761080097129,-0.006551445605392809,-0.0028327019215074046,-0.006985623951834631,-0.005877962695091398,0.0076489817579875495,-0.021801146875249325,-0.011818429390443079,0.006061975237213018,-0.017761717255073993,-0.018839938067270696,-0.022760968216690977,0.0015507244122244094,0.006087656874943295,-0.005194572196267205,-0.0070951455792046874,0.014378991554267768,-0.014452301788762311,0.015333639971083408,0.011664594403356432,0.007078522365118136,-0.025432085871308612,0.009957697762864528,-0.00694442776384519,0.003889052487450958,-0.01722642234544855,0.011477165276770252,0.011074554250978261,0.002699140021125852,-0.014828802845646864,-0.003951646831526019,0.01829554853578812,-0.009465266144991947,-0.001788139243197262,-0.003175386601838782,-0.0075555307321757,-0.010293371847167358,-0.004829686977485177,-0.021930105368667602,-0.019378597554963937,-0.011953450262653478
2020-01-07,-0.0047139965147515546,-0.009159237343507739,0.01203414060062687,-0.0034485380346344894,0.0022181674069614446,-0.0028973404070567043,0.014594473819153297,-0.0009593069352474966,-0.006506298427216315,-0.021826365458248696,-0.0168266912393968,0.019113759922289433,0.028039275769979888,0.00022536913238605782,0.02847694950670076,0.022495740565840375,0.00013656014269591447,0.08409821169288723,0.024086172337215925,0.007909116020520513,0.006878745295180333,0.0031003579448500708,0.005379631834840259,0.012891256280471297,0.005727428642991341,0.06494226162705402,-0.007214661049935319,0.0020287492290938314,-0.0009825968538504824,0.024216252432227935,0.009761944831345364,0.020483581932810798,0.0024234819513007442,0.006370710333082502,0.0034112075039587735,-0.004599501978872572,0.007385099441827165,0.006561079212860902,0.006835994638702977,-0.014456241873237793,0.005076035620463131,0.0006708211210354244,-0.005102349736545853,-0.0011348694233086836,0.009274184932370323,-0.003880670448246739,0.02178374820508349,0.06550460730728416,0.011953450262653452
2020-01-08,0.01595812040643584,0.01580296158918697,0.0018736274977048004,-0.012552820042627427,0.003887164687375882,-0.008742731810233476,0.007528448504236238,0.013348171859679455,0.0006312751549443054,0.001959569694840134,0.0006785115072645727,0.002700816783516378,-0.002926389845622945,0.02377034943490331,-0.0006492866873291578,0.008991145531184712,0.009310933232123708,-0.012954680981861104,0.01251234132815973,0.0013026139453739143,0.020082343926161345,0.01688214629070834,0.0024018445543633965,0.002496144006788578,-0.012786309263331566,-0.012728662455057294,0.0010251932287673625,0.012982018157057731,0.01578322339905879,0.006467275932371488,0.010344115810196635,0.010291130640063748,0.012984230830357664,0.0028734319272228004,-0.0008999415277604363,0.013865561280006381,0.004671226509187534,0.026409481034453265,0.0012730862595678424,0.013133406383807058,0.010865279218652418,0.008311823619473404,0.007643391862066304,-0.0014914150282404608,-0.0013034307898342852,0.004122672661795274,0.0011719765870828254,0.014380324738829978,0.007778274740264988
2020-01-09,0.021018487825367353,0.012415634299386087,0.010922858114472201,-0.008065118322919108,0.004607812446565335,0.023554794667034595,0.012719849717682148,0.007607116121365776,-0.004217623279646278,0.008867613320992862,0.005580496339608783,0.01202685103909312,0.013436331882426865,0.009319356974935682,0.0063132693308931,0.0,0.012303477106058914,-0.003657493109681712,-0.0068241791094407625,-0.006701518407861953,0.019081810568434387,0.014831387432664534,0.003500494678337369,0.006367877340604692,0.006267779376404762,0.009380483879234685,0.01673777060456983,0.0104219723415908,0.0071006504391566755,0.0016103431532141573,-0.0008699922068011266,0.0010231743091994872,0.014702317187660692,0.005328618437474515,0.001285466968759707,0.004536310835929809,0.005974201419110868,0.008590640958275577,0.01250622593999867,0.0156972034889576,0.014259098235985035,0.010512971696971579,-0.005726986201790091,0.008914728842289783,0.013406362177891783,0.024621748202094017,-0.0005859885641474544,-0.00029144130870412046,0.018193082714602123
2020-01-10,0.0022579584488265384,-0.004638303016383026,0.00533491304601302,-0.023255209947647272,0.0012865352503825791,-0.016471508012013057,0.003335054543777658,-0.0018816770884418467,-0.004023106900251763,0.007298142513035376,-0.006089501893946958,-0.010178910107344261,0.0038855286858741913,0.0012723915847295726,-0.008101099455007702,-0.017473171829311542,-0.0014376460592330363,-0.011230242553209932,-0.012122693999005292,-0.01423279501628216,-0.0014134653962160387,-0.004508537351232965,-0.0039619486569766596,0.0035546588383004304,-0.009206196932149507,0.004612178956054344,-0.00827406631497684,0.0021857836733130734,-0.0013985836131410881,-0.011327009600130515,0.003186424974583046,0.003063943174924117,0.006569794728259052,-0.0123782339247527,-0.003732199609976001,-0.007528615832089149,-0.003646707909929375,-0.0009408852425866673,-0.0015035014521852397,-0.011043657744919807,0.0006481171221595682,-0.00036594134549251735,-0.012845587376907315,0.0027434042495962734,-0.010405494707041003,-0.005920680623683675,-0.004846141628468537,-0.009959128511169604,-0.00797080971265977
2020-01-13,0.021139583979899946,0.011952886196922554,0.030870983514611924,0.006528936834047868,0.0023846255036548223,0.011968814814073137,0.020052957765462343,0.016982222149243442,0.017666246869427842,0.009251003801544073,0.010967957456356855,-0.0003846132998240851,0.00783517366227867,0.002865710406815286,0.005515729450202034,0.004123903276882318,0.01649199473657789,0.013669966311187106,0.009972399223344372,0.012008101242567291,0.009852862743080401,0.004917379323495031,0.007266680845400273,0.017888938760334854,0.012740571408523811,0.003422650396593456,0.02111425957887569,0.00046774428992184806,0.02051927006745015,0.029661484189234005,0.017630170107980715,-0.001530669183809189,0.00373450535649304,0.014246406514553264,-0.001968269936506482,0.0061051201769048435,0.009585355840641638,0.024268287511415156,0.011775606564787593,0.009615417016907622,0.010048098510658682,-0.0006584724509206629,0.005158275721228555,0.006929988814891282,0.013701490258669673,0.015789228497551575,0.019534021576244984,0.01736384645810155,0.01669867483330428
2020-01-14,-0.01359559527098847,-0.007068036285640274,-0.01882830226263949,0.02297605215542762,0.005481556149301336,-0.011138748016728782,-0.009454544615685711,-0.002897460914608413,-0.00375951436685457,-0.008914175848311985,-0.002688653246839814,0.005525332493309509,-0.004517272039119055,-0.012246808236829741,0.008698529950842223,0.003939849249102728,-0.007764162599244259,0.0012177693517046605,0.011604592470850343,0.013500404177283468,-0.01167321897896353,-0.010685016442378115,0.003567998629957575,0.005516217888296067,-0.0038259655655171975,-0.009849424308030971,-0.014917120965170514,-0.006987182177740417,0.0002570806278165671,0.011778744002331427,0.008958141796172717,0.02421425812059453,-0.00279978985075316,-0.004035673149747961,-0.0033969776234251793,0.009665646333358638,-0.009585355840641595,-0.006100119425985758,0.0015128529821163827,-0.012883215321282622,-0.003990677757359416,-0.005726619679999026,-0.0006434705903715628,0.004246217643090603,-0.0021215627122076926,-0.0011697097152818018,0.014333177441009115,0.0011565902383159129,-0.003449330744389966
2020-01-15,-0.004294390497367105,0.006455258169423182,-0.006939448733473999,-0.01648931971012083,-0.0021889573966604723,0.007027729595696447,-0.005837322654261647,-0.004915880060992409,0.004592866490834129,0.0015936619689817903,-0.008279304209517092,-0.0115458506479343,-0.00987650649260445,0.0011730452144209681,-0.006758973862774219,-0.017043946434520455,0.011115436706706061,-0.023749792380731684,-0.008078854259848334,0.002476438804761152,-0.0018912452346082726,-0.009270189593865817,-0.007240408563378201,-0.0015838370288654216,0.002912472161745886,-0.023336125149558625,0.013042662159067717,-0.0016758701452171858,0.0028232890871685476,-0.029309095085818703,0.0015945802832102948,-0.014863008006587922,0.0009341710229727038,-0.0032600852388741473,0.008840446724378328,0.015273263077633983,-0.014720908923743092,0.006756227017794218,0.012261223429874119,-0.00012582785862681368,0.002492464773348359,0.005873093585654899,-0.003222683648969854,0.0044359456649489875,-0.0045371403100141535,-0.001639913512000642,-0.016066729655001603,-0.03739028585893505,-0.004451939157813908
2020-01-16,0.012448450791931683,0.018157246101227556,0.013589742743220395,0.012815799947448128,0.012160883946729864,0.024818223045221202,0.008962401268067483,0.007089762424278822,0.021430832460379592,0.008264355009168467,0.012141928624000712,0.007635151271470106,0.023367087745028468,0.014076249790044206,0.02045772395928046,0.013691942279945862,0.016751397391521525,0.02652752509055138,0.025187828941492223,0.016665701521678438,0.011962499794575915,0.015448515746502222,0.009885301710103931,0.012599436796073211,0.01057938074197138,0.011460428774336685,0.01345365728840368,0.008922842178447648,0.017278355674384464,0.006010898736851105,0.027091156699022144,0.006655645779972651,0.011603880148730395,0.02260043544501649,0.0028227921961413178,0.02062703981913023,0.011394461653887335,0.02162620442563607,0.006723827651243715,0.012946936564259484,0.005792798516365781,0.009905285955942918,0.017914796573128666,-0.0027699174144794137,0.012386414974503395,0.02957015522010364,0.01933464665111831,0.029557309634729967,0.01671618872743797
