Date,PEP,INTC,COST,PFE,MSFT,AAPL,NVDA,PM,IBM,ABBV,TXN,XOM,QCOM,BAC,WMT,MCD,CSCO,INTU,JPM,AMD,ORCL,CVX,UNH,MO,ADBE,PG,KO,ACN,JNJ,MRK,AVGO,LLY,CL,CRM
2018-01-03,-0.002625842136771306,-0.03393834431951348,0.012000323753807773,0.00740942088453167,0.0046537637057004755,-0.000173988986875373,0.06581432197216674,-0.001245171548895141,0.027488069261554227,0.015648775258229275,0.027090934843013947,0.019639995515841058,0.011349682533793537,-0.0033446067321536432,0.00872298877211053,-0.0042139937708304265,0.007977527125152761,0.0027722819052709013,0.001018744312143438,0.05191262953208109,0.02316106165916687,0.007289475975845727,0.010490281473275243,-0.0036752302009204207,0.01879570284327836,-0.0012131378817230587,-0.002195780897824018,0.004614988807700504,0.009552758909399328,-0.0014229472688334077,0.010935964815287136,0.005432212617790588,-0.003859646580037235,0.008428183089273622
2018-01-04,0.0049259151140219615,-0.01833837768568336,-0.007765527883428103,0.002179503338604949,0.008801855226614919,0.004644801146105992,0.005271270400766914,-0.00757720241325055,0.02025350056691466,-0.00570280297901149,-0.0012912121490707973,0.0013842369297969448,0.0013649557824704228,0.013087330227269822,0.0009048688378330283,0.007014979483879857,0.0028291570179035386,0.017906351472371185,0.014325939351375494,0.04935062211353536,0.009851131725524764,-0.0031126055493597704,0.004340344061429802,-0.0039731068153390225,0.012041582055987154,0.00706853409780317,0.014084461528966141,0.011840724073598485,-7.105682951480397e-05,0.016209522916933672,0.0003332193137557393,0.004463225968396323,0.006412765185087599,0.013201708380448984
2018-01-05,0.002873277791751949,0.006977335472359458,-0.0071387773783271324,0.0019029569905677501,0.012397995530577521,0.011385761034859998,0.00847429236191255,0.008021754578475315,0.004885586609786552,0.017407763226790607,0.007664707490733225,-0.0008061177775832151,0.006663388750601795,0.0046370286176791176,0.00592732469176549,0.0020151173010443113,0.013849502670326697,0.012961971931437999,-0.0064197178028965185,-0.01980196150035629,0.006019221340768155,-0.0016391360448430037,0.019068774209061168,0.0028493101734976545,0.011570762488063657,0.0006582694308674419,-0.0002172173365139196,0.008249182021357493,0.008253155127063705,-0.0010519979078466024,0.005925882685713368,0.012277913226201864,0.0011947434229844234,0.013310912140842568
2018-01-08,-0.005730091439027252,0.0,0.0038876788364918813,-0.011123520384780705,0.0010204747742661446,-0.0037145832202815088,0.030640188143941094,-0.0015343789035392463,0.006031191891595622,-0.01602182818549458,0.004765379439618966,0.004495494107435105,-0.003009034310707648,-0.006923742302673674,0.01478071614325982,-0.0006898161579651507,0.010371992903914107,0.0006096480171422503,0.001476842494804842,0.033670001235441616,0.010522078277935165,0.004925650173943419,-0.01735669121819905,-0.0012786793371122318,-0.001618663308975532,0.005260727487474304,-0.0015191518417710936,0.007991324209217776,0.0012702591012179187,-0.00579010594283591,0.0023930887384278066,-0.005082735966543517,0.0014581934969906118,0.007030462264787873
2018-01-09,0.0007628040395657454,-0.02503371968782886,-0.011619044607137807,-0.0010973673493077651,-0.0006798422314987507,-0.00011491360972326614,-0.0002701074070071696,0.0072021681345122435,0.0022023141465181695,0.007538334577424699,0.006840626015384377,-0.004245865433492035,-0.015089445581559668,0.004980152446815378,-0.012006711536116765,-0.00224202123352768,-0.0062592162787923344,0.0062873287695162094,0.005069274516769751,-0.03745928730860604,0.0055336277382345145,-0.0053683252461778075,0.004983124289225982,-0.010524683624993814,0.008971053406505725,-0.007304844395638832,0.005000218127107381,0.0033350216601379934,0.01585715364290441,0.00247077450090627,-0.013846689594441797,-0.0008126573325855091,0.00145674233482751,0.002663930806748871
2018-01-10,-0.005081263990416529,-0.02567639376665276,-0.004670256710534337,0.001648095684879225,-0.004534299206201409,-0.00022910614126858686,0.007839836998409844,0.007054942832196653,0.00213614203410617,-0.005486909479171298,-0.006250524380106981,-0.007952289180882977,-0.00015335449831710424,0.00925030832460072,-0.0071720768523243494,-0.00017322606117664563,0.0055428380422239965,-0.008128708147915775,0.01100398398955349,0.011844360993009007,-0.005299788435723651,0.006414366724898368,-0.007437738993680276,0.01034938823901399,0.0021960560729041845,-0.00637014644905276,-0.0034614469619064225,-0.003511734136786626,-0.001179420102014772,0.00880274186274188,-0.021117276703673693,0.00046459633111739507,-0.010840887952884404,-0.0032064907755465777
2018-01-11,-0.00510746397204187,0.021412129662566448,0.02135706281121119,0.0024677219545767848,0.00296106876559854,0.005680181076449298,0.0017882547387371162,-0.00728958609570296,0.00012178340528445908,0.002929760578553653,0.008842279305973033,0.009874722016450566,0.0026052670918785825,0.0036005103159051366,0.003511979737880866,-0.0006913267457830941,0.004760708322844254,-0.003119009749653956,0.005351516525534672,0.015050192692446673,0.0030741860615772776,0.030389990570890868,0.005307683680060071,0.0,0.009673441038370756,-0.0035370019244317374,-0.0006511561394653143,0.0013215952335257075,0.005695611101588227,0.005235611447493627,0.002549049347093879,0.003368481548385205,-0.0036085383221009515,0.002757312495794695
2018-01-12,0.004277917195319336,-0.003916283871281068,0.012989810093934961,-0.0005474250387834667,0.017256814941628784,0.010326287412568025,-0.004908814537341821,-0.0034333910755908192,-0.006455526250086718,0.010778721562814564,0.018523466655508303,0.006787016237485899,-0.0007641076717013195,0.01728633126859802,0.008497944031116589,0.0010379198540286794,0.019201823208043534,0.009263658850004353,0.016510083535831166,-0.009884669041635097,0.01144008475969871,0.007769417304675619,0.014419541993378582,-0.00967438121125097,0.03244762302681492,-0.005990229984789819,0.0023893408289710205,0.006284886206834761,0.006699320718935642,0.01840265053757517,0.002998068240855245,0.006829479157057783,0.0009392767544231795,0.010449103794775594
2018-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-16,0.004089237047718797,-0.002313001062656417,-0.0016160545843653118,0.0016420755703321355,-0.013950820734541236,-0.00508254852782053,-0.012871063862803456,0.0035409696684784997,0.004352154776820605,0.02142687635027518,0.0017742888719491923,-0.006284551142006323,0.04389701228435561,0.001602953549474595,-0.0017845192088231654,0.0006338152528233554,-0.008074564801470063,-0.01349447624942579,-0.003550005512404808,-0.009151464738964554,0.0016157756056924821,-0.011901065086848295,0.018631873577166003,-0.009912278774052652,-0.013278627517905539,0.006807467272803791,0.008233997095081103,-0.013428481189476926,0.007546962854002803,0.058131821140079865,-0.003935228543825886,-0.01942970153767698,0.010720551445480675,-0.012246005003810234
