Date,AAPL,MSFT,NVDA,AVGO,ADBE,CSCO,ACN,CRM,ORCL,AMD,QCOM,INTC,TXN,IBM,INTU,AMAT,NOW,LRCX,ADI,MU,PANW,SNPS,KLAC,CDNS,APH,NXPI,ADSK,MSI,MCHP,TEL,IT,GLW,HPE,KEYS,FTNT,CDW,BR,TRMB,TDY,TYL,PTC,WDC,STX,NTAP,FFIV,GEN,AKAM
2018-01-03,-0.000173988986875373,0.0046537637057004755,0.06581432197216674,0.010935964815287136,0.01879570284327836,0.007977527125152761,0.004614988807700504,0.008428183089273622,0.02316106165916687,0.05191262953208109,0.011349682533793537,-0.03393834431951348,0.027090934843013947,0.027488069261554227,0.0027722819052709013,0.017722445361785688,0.008957718629813316,0.017011532982414534,0.012405943742903602,0.02999773761104807,0.007606873604300457,0.01197255368954786,0.011683736193685235,0.020927493081608572,0.012984186727007074,0.0011022299940488534,0.02109778238320703,-0.00706790879679231,0.015042422248721765,0.016890784451303098,0.0027232997312021112,0.024524722164586343,0.006160343338453167,0.014234838728361954,0.01533254580835397,0.02924302818080249,-0.000881003704575889,0.027520633600198074,-0.0013561896765027504,0.008394425986377518,0.012753413689386761,0.015851616420893055,-0.0018631953427806769,0.02699290571285662,0.011012154434411503,0.0,0.005796291899993866
2018-01-04,0.004644801146105992,0.008801855226614919,0.005271270400766914,0.0003332193137557393,0.012041582055987154,0.0028291570179035386,0.011840724073598485,0.013201708380448984,0.009851131725524764,0.04935062211353536,0.0013649557824704228,-0.01833837768568336,-0.0012912121490707973,0.02025350056691466,0.017906351472371185,0.0057428282748237525,0.007072444517409737,0.004571624109574124,-0.0010940068540724601,0.042241099963562734,-0.0028059738648382737,0.009533676250060408,0.00176951178689988,0.015140962526397628,-0.0034855454503297523,-0.0017785090581375895,0.02459318439343061,0.008341687439358703,0.0023974637195045556,0.004642508919507682,0.016854385887076884,0.010173733717637967,0.024489506260195748,0.004912259285910103,-0.02287357143424429,0.017548633252464363,0.007936890159057963,0.01564351431370481,0.016459334236366807,0.02086683198785466,0.017113358036690896,-0.006048137781376806,-0.004900888855949304,0.01652866101605599,0.02297823026952761,0.002075631967137337,-0.005156262582599713
2018-01-05,0.011385761034859998,0.012397995530577521,0.00847429236191255,0.005925882685713368,0.011570762488063657,0.013849502670326697,0.008249182021357493,0.013310912140842568,0.006019221340768155,-0.01980196150035629,0.006663388750601795,0.006977335472359458,0.007664707490733225,0.004885586609786552,0.012961971931437999,0.0057101134620451965,0.008666430593387009,0.015616909308882265,0.004052287632372309,-0.02303754878179165,0.024855975117726414,0.011832983533389685,0.02138372610962147,0.009407981417750788,0.012185280766375595,0.0015270379309957338,-0.01097531328886403,0.01345671246314284,0.0029349109100917925,0.022797273729203038,0.01602508434586114,-0.003554665646385069,-0.0006637415964659832,0.02234634788015244,0.00227267086998606,-0.0016423220582300058,0.012248005103486559,0.003500619165004215,-0.004328760045587132,0.002391967647219051,0.01031748453776049,0.006328321821162941,0.007035698556339787,0.01799034010808409,-0.0068553272672077226,0.018639793786735304,0.0035061488152980935
2018-01-08,-0.0037145832202815088,0.0010204747742661446,0.030640188143941094,0.0023930887384278066,-0.001618663308975532,0.010371992903914107,0.007991324209217776,0.007030462264787873,0.010522078277935165,0.033670001235441616,-0.003009034310707648,0.0,0.004765379439618966,0.006031191891595622,0.0006096480171422503,0.02417570007910319,0.002147939244851793,0.007535759681014165,0.0017452943555431588,-0.005458577630092609,0.0044452929861718005,0.009333203960490533,0.0027303501194881896,0.02114108786073876,0.010701190717840703,0.0019483411064555867,0.005232784646497013,0.010230862553171072,0.0039021469867541736,0.0021085024786382522,0.007499623072271255,0.0038646252341396625,-0.01528268945595157,0.014799671060517161,0.020408198571867153,0.0015083410917213769,0.006158017208907074,0.00023251910542332332,0.012184017509565104,0.004338646642474631,0.011783189034097141,-0.015116654187842249,0.07126229053932143,0.013593864412966727,0.010574258473009523,0.0020334953750758,0.0007594625698414958
2018-01-09,-0.00011491360972326614,-0.0006798422314987507,-0.0002701074070071696,-0.013846689594441797,0.008971053406505725,-0.0062592162787923344,0.0033350216601379934,0.002663930806748871,0.0055336277382345145,-0.03745928730860604,-0.015089445581559668,-0.02503371968782886,0.006840626015384377,0.0022023141465181695,0.0062873287695162094,-0.018955486881470085,0.0011086728469180684,-0.00156658296220058,-0.002069082735559835,-0.05664075324731732,-0.008851314100506325,-0.0007798539790360159,-0.008714269957811993,0.003339303917928582,0.0015439572482278674,0.0014371832254005401,0.006192806073825219,-0.007541514001543237,-0.0011878262006419504,-0.009918967917600385,-0.010436655942227646,-0.0035535426635388,0.002024625372595512,0.01301327877554459,-0.015111075507269978,-0.0026013299822235103,0.001933016117550812,-0.0034875079524600006,0.001643851710593669,0.00901775553177453,0.00201859084375533,-0.010068899393945507,0.008478458431447011,0.0003349850692255796,0.0015986137807648682,-0.01893855351753637,0.024438383082477033
2018-01-10,-0.00022910614126858686,-0.004534299206201409,0.007839836998409844,-0.021117276703673693,0.0021960560729041845,0.0055428380422239965,-0.003511734136786626,-0.0032064907755465777,-0.005299788435723651,0.011844360993009007,-0.00015335449831710424,-0.02567639376665276,-0.006250524380106981,0.00213614203410617,-0.008128708147915775,-0.028436141658492953,0.005758587539697713,-0.029913359815047058,-0.01669541040594813,0.007912327038119615,0.005056171036309953,-0.0039023981936480157,-0.026740086755019044,-0.00510316272007294,-0.014315499417953736,0.0059097255447642105,-0.005708673500705919,0.0028223556399415983,-0.016862906857886384,-0.0030359598447351477,-0.006126353662884498,-0.009509531232984814,0.02289538824896664,-0.017940229145435138,-0.004963969316304606,-0.007136839859877786,-0.0035366051861299708,-0.004199727079152393,-0.0073587770349932136,-0.004013700083218663,0.0006198809280029138,0.0035971893297563895,0.01465814015646938,0.016423989609557266,0.00841558105722684,-0.012064608659337117,-0.017187673276510274
2018-01-11,0.005680181076449298,0.00296106876559854,0.0017882547387371162,0.002549049347093879,0.009673441038370756,0.004760708322844254,0.0013215952335257075,0.002757312495794695,0.0030741860615772776,0.015050192692446673,0.0026052670918785825,0.021412129662566448,0.008842279305973033,0.00012178340528445908,-0.003119009749653956,-0.0018761548152981256,0.009909728212973423,-0.01325274763508677,0.011984831683592212,-0.011313800644963123,0.0071866892039358365,0.0041415128917472455,-0.0003763366039027938,0.0006690182692861146,0.014300379711281064,0.000839296846785853,0.016058140270253096,0.012665316971532059,0.012754373850667466,0.007511339607438883,0.011313958386464096,0.012901240853064877,0.017116664747355292,0.013080694956280281,0.003628179455129832,0.005391076348717494,0.005054507760668514,0.007263387326017057,0.006399983723958336,0.009564229613988173,0.018894242317937016,0.016561660245278054,0.041215195161165896,0.019126006925912487,0.0055395990824527175,0.0038382041649405174,-0.016885311558331062
2018-01-12,0.010326287412568025,0.017256814941628784,-0.004908814537341821,0.002998068240855245,0.03244762302681492,0.019201823208043534,0.006284886206834761,0.010449103794775594,0.01144008475969871,-0.009884669041635097,-0.0007641076717013195,-0.003916283871281068,0.018523466655508303,-0.006455526250086718,0.009263658850004353,0.004699281994375193,0.0044337744325315676,-0.0032256292757217864,0.00910259846084549,-0.0002336516010841283,-0.004151527024641499,0.007357080245736114,0.009883225126623874,0.00445733825942507,0.011454790802654102,0.002767328162585736,0.023397505526191464,0.03228201757143245,0.014439023658961103,0.009167935198490573,0.004012069053407563,0.02665872614069964,0.023301092311095672,-0.002226145997268225,0.015363722992740136,0.002062159477435488,0.006313819545404664,0.009304435812153011,0.024271340249734763,0.00031932278880542064,0.0021279736692538798,0.010577502039132325,0.045909114190398004,0.015531615858030756,0.014595358258386648,0.0017378638358711562,0.004753834733108642
2018-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-16,-0.00508254852782053,-0.013950820734541236,-0.012871063862803456,-0.003935228543825886,-0.013278627517905539,-0.008074564801470063,-0.013428481189476926,-0.012246005003810234,0.0016157756056924821,-0.009151464738964554,0.04389701228435561,-0.002313001062656417,0.0017742888719491923,0.004352154776820605,-0.01349447624942579,0.019644418441196798,0.011578250567001014,0.009973283337664451,0.01173616400244959,0.0025693983686227995,-0.012506502155607113,-0.012172248202761415,0.0034486852239465904,-0.017528309759852645,-0.005989341822343119,-0.0015053448465254249,-0.03390561798817793,-0.007352280520278254,-0.0011773076693902818,-0.0005992885492599465,-0.0006917051663891671,-0.007212846072757406,0.0,-0.001561795968336499,-0.013351122238490554,-0.010016103374799856,0.000319190853967255,-0.006222642580356541,-0.0010347524291458576,0.00893858984755913,-0.009707255978856688,0.009143258019146616,0.004876824949976211,-0.007965783872364574,-0.009096631467043093,-0.03296306738012955,-0.01556771513013111
