Date,AAPL,MSFT,GOOGL,AMZN,NVDA,META,TSLA,LLY,V,UNH,XOM,JPM,MA,AVGO,JNJ,WMT,PG,COST,HD,AMGN,PM,LOW,UPS,COP,INTU,PFE,SPGI,MDT,DE,NSRGY,ASML,NVO,SHEL,LVMUY,AZN,RHHBY,SAP,NVS,TM
2022-05-25,138.01065063476562,255.12796020507812,105.01156616210938,106.7750015258789,16.945070266723633,182.55479431152344,219.60000610351562,297.9971008300781,198.48851013183594,466.94122314453125,85.33820343017578,115.57746887207031,337.1824645996094,49.57900619506836,161.82240295410156,39.32609176635742,132.80755615234375,420.9183349609375,266.9374694824219,226.55758666992188,90.93173217773438,175.72064208984375,146.7748565673828,97.22662353515625,378.7841491699219,44.423667907714844,336.7638854980469,94.07405090332031,325.7008056640625,108.44058227539062,530.4046630859375,49.745243072509766,52.531150817871094,111.06539154052734,62.26321029663086,38.484256744384766,93.69513702392578,81.24056243896484,147.5839080810547
2022-05-26,141.21240234375,258.4127502441406,106.98416137695312,111.07749938964844,17.819520950317383,190.30068969726562,235.91000366210938,304.2576904296875,203.07484436035156,470.822265625,85.63953399658203,117.5758285522461,342.19964599609375,51.35371780395508,161.67828369140625,40.16443634033203,133.9690399169922,444.7135009765625,275.33929443359375,226.59341430664062,90.5129623413086,182.2257080078125,150.5906982421875,98.93158721923828,396.3070068359375,44.65526580810547,342.260009765625,88.63674926757812,330.0122985839844,109.40945434570312,542.0079956054688,50.38330841064453,52.32228088378906,115.6848373413086,62.16069793701172,38.78861999511719,94.80230712890625,81.24946594238281,151.70816040039062
2022-05-27,146.96775817871094,265.5460510253906,111.47422790527344,115.14649963378906,18.777830123901367,193.7764129638672,253.2100067138672,313.98358154296875,207.29122924804688,475.3970947265625,86.48136901855469,119.23810577392578,349.916259765625,54.39581298828125,163.1467742919922,40.95497512817383,136.0177459716797,450.2318420410156,280.47674560546875,228.57232666015625,89.59168243408203,186.04676818847656,154.09417724609375,100.19939422607422,411.9673767089844,44.589088439941406,350.193359375,88.31586456298828,342.5666198730469,111.1278305053711,564.5665283203125,50.9221076965332,52.235252380371094,119.38796997070312,62.81305694580078,38.54692077636719,97.38248443603516,81.42752075195312,152.89959716796875
2022-05-31,146.18202209472656,264.21466064453125,112.90889739990234,120.20950317382812,18.639076232910156,192.29673767089844,252.75332641601562,304.23828125,206.59983825683594,465.713134765625,85.07234954833984,120.11009979248047,350.0042724609375,54.10205078125,161.74134826660156,41.00279998779297,135.24948120117188,445.8898010253906,275.2846984863281,229.8975830078125,88.98863983154297,182.0113983154297,153.85781860351562,98.24087524414062,404.14697265625,43.86951446533203,339.3565979003906,89.26961517333984,339.7652282714844,111.47516632080078,557.7049560546875,52.17932891845703,51.53901290893555,121.8630142211914,61.95566940307617,38.0814208984375,96.12126922607422,80.96456909179688,152.47801208496094
2022-06-01,146.0543670654297,264.74920654296875,113.03791046142578,121.68399810791016,18.287696838378906,187.33143615722656,246.7899932861328,301.94757080078125,204.41860961914062,461.7476806640625,86.70291137695312,118.00273895263672,349.21209716796875,53.49493408203125,160.10166931152344,39.98911666870117,133.20079040527344,437.0622863769531,271.9357604980469,226.9247283935547,88.5782470703125,178.67494201660156,152.15252685546875,101.20488739013672,398.2084655761719,43.31536102294922,322.3926086425781,87.15709686279297,334.4186096191406,109.052978515625,545.4822387695312,52.14624786376953,51.98286437988281,120.09647369384766,61.62017059326172,37.3831672668457,95.63027954101562,79.80716705322266,154.61346435546875
2022-06-02,148.509765625,266.84832763671875,116.74043273925781,125.51100158691406,19.55745506286621,197.48052978515625,258.3333435058594,293.551513671875,209.40426635742188,461.4757995605469,86.55228424072266,119.90117645263672,355.0997314453125,53.785892486572266,159.59716796875,40.645782470703125,134.63670349121094,466.3470764160156,279.8781433105469,222.32211303710938,88.95514678955078,182.78489685058594,155.39430236816406,100.51414489746094,416.2384338378906,43.571754455566406,333.1031494140625,87.79886627197266,342.8989562988281,110.13153839111328,561.8178100585938,53.24277114868164,51.55642318725586,124.69703674316406,62.41231918334961,37.82181167602539,98.31635284423828,79.94071197509766,156.0248565673828
2022-06-03,142.7838592529297,262.4167785644531,113.68204498291016,122.3499984741211,18.686994552612305,189.45655822753906,234.51666259765625,292.7944030761719,207.06723022460938,455.24163818359375,87.81063079833984,118.22984313964844,349.9553527832031,52.53437042236328,158.9394989013672,39.947689056396484,133.429443359375,455.4825134277344,279.1552734375,222.4743194580078,88.37723541259766,182.15118408203125,156.59307861328125,103.27706146240234,398.7740478515625,44.00185012817383,326.19903564453125,85.10696411132812,342.822998046875,108.86103820800781,545.4725952148438,53.129337310791016,51.92194366455078,123.45953369140625,61.2287483215332,37.1951789855957,96.68930053710938,79.34420776367188,151.0482635498047
2022-06-06,143.53024291992188,261.1824951171875,115.9444580078125,124.79000091552734,18.752872467041016,192.9025115966797,238.27999877929688,294.45416259765625,207.34962463378906,459.52587890625,87.58909606933594,117.83924865722656,352.2243347167969,52.33946228027344,158.92147827148438,39.804229736328125,132.90814208984375,451.8672790527344,278.0664367675781,219.77903747558594,89.08914947509766,183.38134765625,157.96067810058594,102.63005828857422,398.7935485839844,44.051475524902344,328.8305969238281,85.11588287353516,344.6368103027344,108.51371002197266,553.2533569335938,53.00645065307617,52.32228088378906,124.14913177490234,59.197120666503906,36.90871810913086,97.10327911376953,78.94356536865234,151.75399780273438
2022-06-07,146.0543670654297,264.8268737792969,116.27099609375,123.0,18.892629623413086,194.29281616210938,238.8866729736328,302.9376525878906,208.86866760253906,466.0131530761719,91.60343933105469,118.14807891845703,356.0190124511719,53.43617248535156,160.66928100585938,39.32609176635742,134.3897705078125,451.2073669433594,276.1265563964844,220.64761352539062,89.0137710571289,182.3375701904297,156.6099395751953,107.29026794433594,406.2824401855469,44.63044738769531,334.4819641113281,85.98941802978516,349.318603515625,107.03297424316406,558.4017944335938,54.764671325683594,53.56680679321289,123.85628509521484,61.11692428588867,36.649112701416016,98.19120025634766,79.13053131103516,152.3680419921875
2022-06-08,145.31776428222656,262.7957763671875,116.31515502929688,121.18000030517578,18.619054794311523,195.2759552001953,241.86666870117188,304.2867736816406,207.8948974609375,462.6663818359375,92.6845703125,116.267822265625,354.3662109375,52.7246208190918,159.71426391601562,38.985008239746094,132.71609497070312,447.5826721191406,272.24688720703125,219.81484985351562,86.71891021728516,179.35528564453125,151.485595703125,106.54710388183594,404.14697265625,44.22516632080078,328.8791198730469,85.60614776611328,337.14410400390625,104.48283386230469,549.1404418945312,54.80720520019531,53.34053039550781,120.70106506347656,60.31544876098633,36.35369873046875,96.14053344726562,77.76836395263672,151.54318237304688
2022-06-09,140.09275817871094,257.333984375,113.97433471679688,116.1500015258789,18.01998519897461,182.7235870361328,239.7066650390625,294.34747314453125,200.69891357421875,458.82275390625,90.68181610107422,113.82437133789062,341.3292236328125,51.87224197387695,156.49798583984375,38.576995849609375,130.31985473632812,451.465576171875,274.37884521484375,216.47482299804688,85.16947174072266,181.06076049804688,149.04579162597656,103.66177368164062,390.5830383300781,42.827362060546875,326.6846008300781,83.07466888427734,327.9420471191406,102.04236602783203,524.9174194335938,53.31839370727539,51.80880355834961,116.43114471435547,58.432918548583984,36.031436920166016,93.18488311767578,76.9047622680664,150.7733154296875
2022-06-10,134.6811981201172,245.86627197265625,110.32789611816406,109.6500015258789,16.94765281677246,174.35208129882812,232.22999572753906,288.2906799316406,194.27218627929688,454.3229675292969,89.02469635009766,108.59232330322266,327.3924255371094,50.47801971435547,155.4529266357422,38.79375076293945,129.82598876953125,443.106689453125,264.66131591796875,214.916748046875,85.70549011230469,173.65174865722656,146.0910186767578,102.14918518066406,371.7340393066406,41.3303108215332,323.12091064453125,82.6646499633789,318.35064697265625,101.50309753417969,504.7109069824219,52.694515228271484,50.459842681884766,113.93719482421875,57.58484649658203,35.43165588378906,90.66246795654297,75.72955322265625,147.83135986328125
2022-06-13,129.52490234375,235.43838500976562,105.59465789794922,103.66999816894531,15.622712135314941,163.12054443359375,215.73666381835938,282.7288513183594,187.2125244140625,440.3265686035156,84.93944549560547,105.3586196899414,312.7123107910156,48.2724609375,153.8853302001953,38.06378173828125,126.35051727294922,432.5290222167969,259.0980224609375,212.01551818847656,82.4977035522461,168.9266815185547,145.81246948242188,97.71627044677734,354.93280029296875,39.62648010253906,313.0221252441406,80.37385559082031,308.540771484375,100.8541259765625,477.66229248046875,50.846492767333984,48.66703796386719,108.35416412353516,55.925994873046875,34.55436706542969,87.43724060058594,73.47708129882812,142.5156707763672
2022-06-14,130.38919067382812,237.60565185546875,105.91522979736328,102.30999755859375,15.811417579650879,162.59422302246094,220.88999938964844,282.2532958984375,188.439453125,432.873779296875,85.1609878540039,103.60551452636719,315.05963134765625,48.5102653503418,151.52499389648438,38.07971954345703,122.40864562988281,434.9678039550781,254.9895782470703,211.05734252929688,82.89134216308594,165.83255004882812,147.02813720703125,97.48017883300781,355.7031555175781,39.63474655151367,308.2349548339844,78.86746215820312,310.1361389160156,98.77928161621094,475.330078125,50.16115951538086,47.81413269042969,106.66320037841797,55.227027893066406,34.20524215698242,87.00401306152344,71.68756103515625,142.20404052734375
2022-06-15,133.01153564453125,244.6708984375,108.94136810302734,107.66999816894531,16.501344680786133,168.1752471923828,233.0,284.38861083984375,191.0101318359375,435.2924499511719,84.08871459960938,104.83177947998047,318.2381286621094,49.12017822265625,153.14663696289062,38.0542106628418,121.19224548339844,438.78387451171875,255.95947265625,210.94992065429688,82.25480651855469,166.82974243164062,148.4801788330078,95.59162902832031,369.1207580566406,40.122737884521484,312.0317077636719,79.64293670654297,313.9346618652344,98.84326171875,489.0334167480469,50.25569534301758,47.831546783447266,109.58224487304688,56.447872161865234,34.491703033447266,89.82487487792969,72.4354248046875,143.66128540039062
2022-06-16,127.73741912841797,238.0720977783203,105.23834991455078,103.66000366210938,15.576784133911133,159.7540740966797,213.10000610351562,279.6130676269531,184.0867919921875,429.092529296875,80.98712158203125,103.03326416015625,301.99322509765625,46.366249084472656,153.22769165039062,38.44948196411133,121.9330825805664,432.0603332519531,250.2222900390625,206.5890655517578,82.30506134033203,159.93325805664062,145.3650665283203,89.5499038696289,350.6812744140625,39.270816802978516,306.8754577636719,77.90480041503906,301.5798034667969,99.85783386230469,453.0524597167969,49.953208923339844,45.603580474853516,106.4459228515625,56.71814727783203,35.03777313232422,89.30498504638672,72.87166595458984,141.5625
2022-06-17,129.21063232421875,240.6766357421875,106.34001922607422,106.22000122070312,15.85534954071045,162.6041717529297,216.75999450683594,282.3599853515625,185.02162170410156,425.30108642578125,76.3169937133789,102.66991424560547,303.8611755371094,46.50334167480469,152.66912841796875,37.70676040649414,121.05504608154297,427.2114562988281,247.7242431640625,210.17984008789062,82.03704833984375,160.73477172851562,144.41952514648438,81.96064758300781,360.51043701171875,38.485076904296875,310.6624755859375,78.63568878173828,306.47052001953125,99.86698150634766,458.0846862792969,49.90121078491211,43.45395278930664,107.42839050292969,56.9324836730957,34.885589599609375,89.53604125976562,72.16832733154297,141.09506225585938
2022-06-21,133.44366455078125,246.5951385498047,110.70751953125,108.68000030517578,16.540287017822266,155.96055603027344,237.0366668701172,288.6109619140625,189.28662109375,451.8882751464844,81.06687927246094,105.21328735351562,310.423828125,47.37031173706055,155.8673553466797,38.943565368652344,124.72254943847656,442.91546630859375,246.32427978515625,213.48403930664062,83.83777618408203,160.65089416503906,147.31515502929688,86.80451202392578,368.0383605957031,39.791900634765625,310.74993896484375,79.07247161865234,312.6906433105469,101.50309753417969,478.4075012207031,50.99300765991211,45.647098541259766,109.8373031616211,58.5540771484375,34.885589599609375,90.58544158935547,72.55115509033203,145.80589294433594
2022-06-22,132.93295288085938,246.00233459472656,110.65145111083984,108.94999694824219,16.33460807800293,154.76889038085938,236.086669921875,297.6864318847656,188.73158264160156,460.6942138671875,77.85894012451172,104.62287902832031,309.20123291015625,46.64909362792969,158.32687377929688,38.47179412841797,126.67061614990234,439.90283203125,246.1229248046875,215.03317260742188,83.0672378540039,161.78790283203125,148.70811462402344,81.36610412597656,371.3634948730469,40.58592224121094,315.7507629394531,79.55378723144531,301.9216613769531,103.93441009521484,469.8428955078125,50.73305892944336,44.237220764160156,109.61058044433594,59.225074768066406,35.48536682128906,90.49879455566406,72.5689697265625,145.8517303466797
2022-06-23,135.80079650878906,251.57093811035156,111.4002914428711,112.44000244140625,16.199813842773438,157.6487579345703,235.07000732421875,303.53936767578125,191.4775390625,470.2245788574219,75.51058197021484,103.47834777832031,309.7978515625,46.69422912597656,161.85850524902344,39.405784606933594,130.14610290527344,454.2869873046875,252.01568603515625,217.67477416992188,85.0689468383789,164.3321075439453,150.80177307128906,76.84578704833984,390.7780456542969,41.42955780029297,324.0725402832031,79.64361572265625,282.52984619140625,103.62364196777344,469.8428955078125,51.24822998046875,42.79252243041992,113.0775375366211,60.063819885253906,35.81658935546875,90.72985076904297,72.88057708740234,144.36697387695312
