Date,AAPL,MSFT,AMZN,NVDA,META,GOOGL,TSLA,AVGO,ADBE,PEP,COST,CSCO,TMUS,CMCSA,INTC,QCOM,TXN,AMGN,HON,INTU,AMAT,BKNG,SBUX,MDLZ,ISRG,GILD,VRTX,ADP,LRCX,ADI,REGN,MU,PANW,SNPS,KLAC,CDNS,MAR,CSX,NXPI,ORLY,FTNT,MCHP,AEP
2018-01-03,-0.000173988986875373,0.0046537637057004755,0.012775310383486449,0.06581432197216674,0.017914189512804324,0.01706095804463925,-0.010233112708571857,0.010935964815287136,0.01879570284327836,-0.002625842136771306,0.012000323753807773,0.007977527125152761,-0.006714534465993127,-0.01606948213964332,-0.03393834431951348,0.011349682533793537,0.027090934843013947,0.018869864904609734,-0.008262134529883003,0.0027722819052709013,0.017722445361785688,0.022081583194945464,0.018740237735427323,0.004009103126256797,0.022838106650455048,0.0075573070809444864,-0.00588587491804804,0.010863038855957852,0.017011532982414534,0.012405943742903602,0.029221065410511837,0.02999773761104807,0.007606873604300457,0.01197255368954786,0.011683736193685235,0.020927493081608572,0.020186922634070514,0.012602219162135553,0.0011022299940488534,0.01837443476256695,0.01533254580835397,0.015042422248721765,-0.008424503647978532
2018-01-04,0.004644801146105992,0.008801855226614919,0.004476012896857506,0.005271270400766914,-0.001841149440378942,0.00388443692742646,-0.008289977599700404,0.0003332193137557393,0.012041582055987154,0.0049259151140219615,-0.007765527883428103,0.0028291570179035386,-0.009589755202362604,0.006433318714321068,-0.01833837768568336,0.0013649557824704228,-0.0012912121490707973,-0.0042140221489850305,0.013513507329075747,0.017906351472371185,0.0057428282748237525,-0.00927018614847197,0.0037472748006677215,0.0023484384398761993,-0.017977200311616093,-0.010179480440168698,0.006973310017027501,0.009552036703641464,0.004571624109574124,-0.0010940068540724601,-0.027502658543568592,0.042241099963562734,-0.0028059738648382737,0.009533676250060408,0.00176951178689988,0.015140962526397628,-0.005496633552484309,-0.004732572308337679,-0.0017785090581375895,0.015127670219539313,-0.02287357143424429,0.0023974637195045556,-0.011838238676433632
2018-01-05,0.011385761034859998,0.012397995530577521,0.016162516530176196,0.00847429236191255,0.013671209927002659,0.013260242751816698,0.006229740634655645,0.005925882685713368,0.011570762488063657,0.002873277791751949,-0.0071387773783271324,0.013849502670326697,0.025396816244275255,0.00909779316847903,0.006977335472359458,0.006663388750601795,0.007664707490733225,0.005958377650045366,0.006990325682373788,0.012961971931437999,0.0057101134620451965,0.009013745240666893,0.011538915697864471,0.012886311547156692,0.005544974017915871,0.008389570972459515,0.01711631927761048,-0.0005911771485797024,0.015616909308882265,0.004052287632372309,0.005614340041992794,-0.02303754878179165,0.024855975117726414,0.011832983533389685,0.02138372610962147,0.009407981417750788,-0.009580004539244236,0.01655496271859702,0.0015270379309957338,0.01008996877723356,0.00227267086998606,0.0029349109100917925,-0.0021141956974704
2018-01-08,-0.0037145832202815088,0.0010204747742661446,0.014424678832250848,0.030640188143941094,0.007653084090507356,0.0035306145720257476,0.06263821959024418,0.0023930887384278066,-0.001618663308975532,-0.005730091439027252,0.0038876788364918813,0.010371992903914107,0.007739851316470814,-0.013645204481248396,0.0,-0.003009034310707648,0.004765379439618966,-0.00027652992660531783,-0.0053992633745889584,0.0006096480171422503,0.02417570007910319,0.015502850671202717,-0.005032535157682538,-0.005089353182634038,0.033904053335909845,-0.0016100441640168883,0.007707604402497292,-0.003043174585959818,0.007535759681014165,0.0017452943555431588,-0.03266685297103267,-0.005458577630092609,0.0044452929861718005,0.009333203960490533,0.0027303501194881896,0.02114108786073876,0.014434740792608425,0.017671751170899697,0.0019483411064555867,-0.0010757965560660443,0.020408198571867153,0.0039021469867541736,0.008756956239902802
2018-01-09,-0.00011491360972326614,-0.0006798422314987507,0.0046757095740346255,-0.0002701074070071696,-0.002177578005735814,-0.0012745386989522212,-0.00808538113492141,-0.013846689594441797,0.008971053406505725,0.0007628040395657454,-0.011619044607137807,-0.0062592162787923344,0.007680588074991057,0.003211533117911225,-0.02503371968782886,-0.015089445581559668,0.006840626015384377,0.015392726674161361,0.00820720269178321,0.0062873287695162094,-0.018955486881470085,0.007279407833495233,-0.002192030377039522,-0.00046449783506608,0.014648181047606679,0.04973101531804236,-0.005609056576174387,0.0069527532694571015,-0.00156658296220058,-0.002069082735559835,-0.010388808878587064,-0.05664075324731732,-0.008851314100506325,-0.0007798539790360159,-0.008714269957811993,0.003339303917928582,0.01004807049941192,0.008852134760093389,0.0014371832254005401,0.004846243113462156,-0.015111075507269978,-0.0011878262006419504,-0.011761286378595748
2018-01-10,-0.00022910614126858686,-0.004534299206201409,0.0013012055442500614,0.007839836998409844,-0.00015956699846952915,-0.0023813599469805213,0.003326413914539472,-0.021117276703673693,0.0021960560729041845,-0.005081263990416529,-0.004670256710534337,0.0055428380422239965,-0.0260670961093743,0.011819774896488555,-0.02567639376665276,-0.00015335449831710424,-0.006250524380106981,-0.0028356030720484426,0.006922668567803658,-0.008128708147915775,-0.028436141658492953,0.004085083773915921,0.0108143795282174,-0.008374200970931223,0.06579465915547433,0.007810333958879756,0.008781555183738687,-0.009346517503189822,-0.029913359815047058,-0.01669541040594813,-0.0059405849935425525,0.007912327038119615,0.005056171036309953,-0.0039023981936480157,-0.026740086755019044,-0.00510316272007294,-7.21220888404428e-05,-0.0131619618421156,0.0059097255447642105,-0.010755610757647638,-0.004963969316304606,-0.016862906857886384,-0.015301835970553901
2018-01-11,0.005680181076449298,0.00296106876559854,0.01781828254348916,0.0017882547387371162,-0.00037260055061449915,0.0017205027465931888,0.009408646715617364,0.002549049347093879,0.009673441038370756,-0.00510746397204187,0.02135706281121119,0.004760708322844254,-0.0007825368817320211,0.036748888364134036,0.021412129662566448,0.0026052670918785825,0.008842279305973033,-0.004921853465893022,0.005283477717134666,-0.003119009749653956,-0.0018761548152981256,0.010780100782531887,0.003009027462035796,-0.002814756615556302,-0.005639947724889849,0.004446847917958241,0.006481058470111156,-0.003995071150757257,-0.01325274763508677,0.011984831683592212,0.004912020495181357,-0.011313800644963123,0.0071866892039358365,0.0041415128917472455,-0.0003763366039027938,0.0006690182692861146,0.012563768697134714,0.0035906752262693242,0.000839296846785853,0.005030064818859481,0.003628179455129832,0.012754373850667466,-0.011079133523507867
2018-01-12,0.010326287412568025,0.017256814941628784,0.022339231610462695,-0.004908814537341821,-0.04473576947534896,0.016725957442808026,-0.005119110235858537,0.002998068240855245,0.03244762302681492,0.004277917195319336,0.012989810093934961,0.019201823208043534,-0.0025064254831057564,-0.003756367163835428,-0.003916283871281068,-0.0007641076717013195,0.018523466655508303,0.016926845807548885,0.0072821604455795,0.009263658850004353,0.004699281994375193,0.01389255439799375,0.00666678526669684,-0.0009409006114059482,-0.005529622699394499,-0.0005058625566023434,-0.002967179537963105,0.011008866032131026,-0.0032256292757217864,0.00910259846084549,-0.0035302436847260976,-0.0002336516010841283,-0.004151527024641499,0.007357080245736114,0.009883225126623874,0.00445733825942507,0.0025097412277486075,0.009541961322587111,0.002767328162585736,-0.004427398365951185,0.015363722992740136,0.014439023658961103,-0.018478009318972144
2018-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-16,-0.00508254852782053,-0.013950820734541236,-0.0002605871874575838,-0.012871063862803456,-0.005463416873921267,4.419206469608028e-05,0.011421116241414841,-0.003935228543825886,-0.013278627517905539,0.004089237047718797,-0.0016160545843653118,-0.008074564801470063,-0.011149326669610327,-0.014608408735658607,-0.002313001062656417,0.04389701228435561,0.0017742888719491923,0.0027020085996720677,-0.0074177247991707995,-0.01349447624942579,0.019644418441196798,3.64562790318157e-05,0.002648948155140163,0.012243880644611904,0.0024580328658252437,0.015565640828229421,-0.01405677239833436,0.007765451796976741,0.009973283337664451,0.01173616400244959,0.008856583457257816,0.0025693983686227995,-0.012506502155607113,-0.012172248202761415,0.0034486852239465904,-0.017528309759852645,-0.004722000283749361,-0.018903115618243316,-0.0015053448465254249,-0.002745519971013577,-0.013351122238490554,-0.0011773076693902818,0.0005928374423964655
