Date,SPGI,HON,RTX,UNP,LOW,BKNG,AMAT,GS,COP,PFE,BLK,T,BA,ISRG,NEE,NOW,SYK,NKE,LRCX,MS,ETN,C,AXP,ELV,DE,LMT,MDT,TJX,VRTX,PGR,SBUX,MMC,MU,SCHW,ADP,BSX,ADI,GILD,CB,CI,MDLZ,PLD,TMUS,REGN,BMY,CVS,ZTS,PANW,APH,CL,KLAC,SNPS,MO,CDNS,EOG,SHW,ITW,CMCSA,SO,ICE,DUK,SLB,TGT,CSX,MAR,BDX,NOC,PH,MCK,CME,ORCL,PYPL,USB,HCA,EMR,FCX,NXPI,AON,FDX,ROP,MCO,PSX,MPC,GD,SRE,AEP,ORLY,ADSK,OXY,D,WELL,AZO,MSI,AJG,COF,TRV,HLT
2022-05-13,326.2927551269531,169.3193359375,84.41241455078125,211.3154296875,180.7998046875,2068.051025390625,108.07819366455078,279.02783203125,89.57615661621094,41.2889518737793,560.2576293945312,16.05927085876465,127.19999694824219,223.69000244140625,62.97802734375,90.52999877929688,224.3279266357422,106.27156829833984,47.154541015625,71.39740753173828,134.31756591796875,41.81611251831055,151.4517364501953,461.35821533203125,348.2265319824219,393.4803161621094,91.51583099365234,54.37962341308594,246.72000122070312,98.26850891113281,69.5001449584961,151.81771850585938,70.4412612915039,62.43693161010742,192.73793029785156,39.65999984741211,148.6117401123047,54.35871505737305,196.66485595703125,242.53114318847656,60.13954162597656,114.40275573730469,122.04815673828125,641.9595947265625,64.649658203125,85.90092468261719,159.46908569335938,81.83499908447266,34.03260040283203,72.0921401977539,324.4135437011719,275.989990234375,39.263118743896484,142.44000244140625,104.69731140136719,264.1154479980469,189.8892822265625,34.380096435546875,64.77052307128906,93.45711517333984,95.19697570800781,37.351749420166016,194.71522521972656,31.702072143554688,160.7715606689453,233.1175079345703,426.16162109375,253.55606079101562,318.1485290527344,171.56040954589844,67.74238586425781,78.64818572998047,40.77983856201172,208.0491180419922,77.95232391357422,33.137176513671875,169.4197998046875,273.4613342285156,194.7032470703125,420.6004333496094,279.812255859375,82.36880493164062,88.1833724975586,209.1094970703125,71.5401840209961,87.4261245727539,42.37466812133789,197.07000732421875,60.61239242553711,70.03824615478516,80.39075469970703,2001.1099853515625,206.0280303955078,156.2227020263672,109.29413604736328,160.64561462402344,134.898681640625
2022-05-16,324.84942626953125,169.6955108642578,84.92668151855469,208.68728637695312,181.48016357421875,2013.071044921875,106.74486541748047,275.8011779785156,92.2428970336914,41.909278869628906,545.0248413085938,16.415424346923828,124.05000305175781,219.52999877929688,63.266746520996094,86.58599853515625,224.8856658935547,105.88602447509766,46.248687744140625,70.83007049560547,132.0841522216797,41.65810775756836,149.23838806152344,468.1299133300781,355.5957946777344,395.6322021484375,92.53199768066406,53.362205505371094,254.1699981689453,100.02755737304688,66.57671356201172,150.94454956054688,69.02108001708984,60.94286346435547,192.56259155273438,39.81999969482422,147.39462280273438,54.24541091918945,198.0550537109375,249.36187744140625,59.91304397583008,111.63960266113281,122.26070404052734,651.3972778320312,65.59636688232422,86.84381103515625,159.63302612304688,78.02999877929688,33.583465576171875,72.39559173583984,318.743408203125,273.7300109863281,39.78129959106445,139.3800048828125,106.44955444335938,262.2214660644531,189.36802673339844,34.70333480834961,65.2981948852539,92.54412841796875,95.83277893066406,38.635311126708984,194.2898712158203,31.540851593017578,156.8392333984375,237.29302978515625,431.1024475097656,253.60386657714844,321.67108154296875,168.19094848632812,66.35271453857422,77.47090911865234,40.50293731689453,204.8739776611328,78.66961669921875,33.241214752197266,164.76513671875,270.7521057128906,193.2564697265625,420.14111328125,278.65032958984375,84.52813720703125,88.72602081298828,210.48622131347656,71.74005889892578,87.16304016113281,42.58866882324219,192.5800018310547,64.05540466308594,70.10526275634766,80.8274154663086,2023.489990234375,200.4871368408203,155.3741912841797,106.95735168457031,162.2448272705078,131.20504760742188
2022-05-17,328.6464538574219,174.15753173828125,87.19493865966797,212.6249542236328,180.82777404785156,2112.031982421875,112.88983917236328,284.46319580078125,93.57189178466797,42.46343231201172,556.9707641601562,16.650157928466797,132.0500030517578,225.17999267578125,64.98104095458984,86.56999969482422,229.96328735351562,108.98924255371094,49.105262756347656,73.51612091064453,136.2658233642578,44.80924606323242,154.4092559814453,471.54425048828125,364.9118347167969,398.751708984375,94.7158203125,53.428768157958984,261.8399963378906,101.3399887084961,67.7718276977539,151.2292938232422,72.9486312866211,62.046775817871094,198.43356323242188,41.31999969482422,153.38632202148438,55.06467819213867,202.25421142578125,253.90956115722656,59.54159164428711,112.21897888183594,124.26053619384766,663.8780517578125,66.71366119384766,87.5752182006836,160.53009033203125,78.87833404541016,34.34166717529297,72.432373046875,338.9649963378906,282.80999755859375,40.15142822265625,142.8699951171875,107.342529296875,260.1826171875,194.0960693359375,35.50730895996094,65.21024322509766,94.26548767089844,95.24051666259766,39.37794876098633,191.5581512451172,32.01502227783203,159.28366088867188,240.45518493652344,432.2317199707031,260.3404846191406,326.9009704589844,168.07089233398438,68.41819763183594,79.5660629272461,41.660884857177734,209.06553649902344,80.4768295288086,35.59599304199219,172.81764221191406,271.9313049316406,204.11172485351562,422.97552490234375,283.5887756347656,85.08540344238281,90.2619857788086,214.01588439941406,72.77946472167969,88.04878234863281,43.2226676940918,195.63999938964844,64.26351928710938,70.5743637084961,81.56427001953125,2031.8699951171875,204.20977783203125,158.29574584960938,113.00110626220703,164.93185424804688,133.4073944091797
2022-05-18,319.7735900878906,169.61679077148438,85.04607391357422,206.0316162109375,171.3125,2017.3704833984375,107.57579040527344,278.79156494140625,91.35107421875,41.68597412109375,538.8881225585938,16.374948501586914,125.5199966430664,215.35000610351562,64.06072998046875,82.44999694824219,223.30856323242188,102.8486328125,45.770347595214844,71.5303726196289,129.7462158203125,43.290733337402344,148.92356872558594,451.8171081542969,350.1069030761719,392.72076416015625,92.31807708740234,57.232208251953125,252.35000610351562,101.98709106445312,65.52871704101562,144.69906616210938,69.58914947509766,60.21009826660156,192.47019958496094,40.22999954223633,149.71641540527344,55.09953689575195,197.3980712890625,241.01522827148438,55.21096420288086,106.54118347167969,120.99510192871094,655.5641479492188,65.69017028808594,82.8519058227539,153.22842407226562,73.0999984741211,32.82525634765625,69.61858367919922,321.9352722167969,272.57000732421875,39.381561279296875,136.3000030517578,103.26517486572266,250.90623474121094,186.00262451171875,34.91883087158203,64.9200210571289,90.45187377929688,94.84857940673828,37.70930862426758,143.80210876464844,30.64944839477539,148.81031799316406,235.61343383789062,428.0814514160156,251.6449737548828,314.62603759765625,161.59774780273438,65.01061248779297,77.00199127197266,41.199378967285156,200.18869018554688,77.84053802490234,33.42089080810547,163.27565002441406,262.634033203125,187.5892791748047,402.1766052246094,271.7169189453125,83.16984558105469,89.02208709716797,208.8045654296875,72.30419158935547,87.5927734375,39.9913330078125,187.97999572753906,60.82048797607422,69.2424545288086,80.2542953491211,1839.6199951171875,196.63050842285156,151.1027069091797,107.35150909423828,162.07745361328125,127.06690216064453
2022-05-19,321.6624755859375,168.54940795898438,83.37397003173828,198.2570037841797,175.07760620117188,2069.537109375,106.99605560302734,280.12762451171875,91.46471405029297,41.892738342285156,539.9990844726562,16.358760833740234,127.13999938964844,218.13999938964844,63.57352828979492,85.35199737548828,221.6641082763672,100.09333038330078,45.25751495361328,70.88324737548828,129.3280487060547,43.694496154785156,146.92010498046875,455.1650695800781,346.2607727050781,384.8451843261719,91.58714294433594,58.39225387573242,255.4499969482422,100.63819885253906,66.12626647949219,144.14854431152344,67.97306823730469,59.62960433959961,190.9470672607422,39.4900016784668,150.6713409423828,55.14311599731445,194.13201904296875,240.3695831298828,55.364986419677734,106.71052551269531,121.61339569091797,653.5254516601562,64.7861099243164,82.0764389038086,153.006591796875,72.72833251953125,32.64174270629883,69.0760498046875,326.4385681152344,300.5199890136719,37.81962585449219,143.8300018310547,102.52381896972656,251.2064971923828,183.63401794433594,34.827659606933594,64.4891128540039,91.20318603515625,94.89212036132812,37.452598571777344,136.52342224121094,29.340776443481445,151.63156127929688,235.65097045898438,422.08660888671875,251.01426696777344,313.1346130371094,163.02952575683594,63.81129455566406,81.09253692626953,41.31686019897461,196.63604736328125,77.59834289550781,34.72595977783203,163.64801025390625,259.8760681152344,183.42410278320312,403.83819580078125,274.4933166503906,83.0044174194336,88.60572052001953,201.22779846191406,71.90884399414062,86.85610961914062,40.10200119018555,193.72000122070312,60.498878479003906,68.86548614501953,79.61747741699219,1889.3900146484375,201.2144317626953,149.69493103027344,106.35672760009766,157.41004943847656,130.07913208007812
2022-05-20,331.6880798339844,166.01219177246094,83.21693420410156,195.5830841064453,172.12327575683594,2081.83544921875,102.86075592041016,278.85516357421875,91.82321166992188,43.39806365966797,546.7003173828125,16.512557983398438,120.69999694824219,219.07000732421875,64.25923156738281,86.60600280761719,223.34701538085938,101.560302734375,45.44826889038086,70.36022186279297,127.48432922363281,43.668174743652344,146.195068359375,467.4280700683594,297.5343017578125,383.5159912109375,91.39103698730469,55.02621841430664,258.5899963378906,101.15769958496094,67.46844482421875,142.23126220703125,67.48336029052734,60.21961975097656,192.5994415283203,39.220001220703125,152.0756378173828,55.639892578125,194.2462921142578,242.8118438720703,55.437461853027344,106.71052551269531,121.76797485351562,657.4934692382812,64.9822769165039,83.65382385253906,156.79725646972656,79.77999877929688,33.04739761352539,69.08523559570312,323.50701904296875,306.7200012207031,37.81962585449219,146.60000610351562,102.81867218017578,249.83120727539062,184.52110290527344,34.819374084472656,64.55946350097656,92.83895111083984,95.65858459472656,37.70014572143555,138.24078369140625,29.340776443481445,149.97935485839844,236.73947143554688,417.2210998535156,247.2684783935547,316.79449462890625,164.70999145507812,65.32472229003906,80.35424041748047,41.291690826416016,198.23324584960938,77.9150619506836,34.338218688964844,167.66961669921875,256.0264892578125,185.12887573242188,408.02142333984375,280.81292724609375,82.50299835205078,89.345947265625,197.27308654785156,71.11822509765625,87.43490600585938,38.17133331298828,191.41000366210938,59.83675765991211,69.14192199707031,80.15422058105469,1771.6800537109375,201.23358154296875,149.45388793945312,106.70396423339844,156.4244384765625,128.66683959960938
2022-05-23,339.5343017578125,165.8634490966797,84.8335952758789,198.61416625976562,173.57716369628906,2072.734619140625,106.21346282958984,287.7716064453125,95.32057189941406,43.737178802490234,556.7794189453125,16.787763595581055,124.06999969482422,221.61000061035156,65.4592514038086,86.02400207519531,224.1163787841797,102.15275573730469,46.32825469970703,72.96649169921875,129.9742889404297,46.318973541259766,151.72842407226562,469.324951171875,318.47412109375,391.5453186035156,92.93309020996094,57.346309661865234,268.3500061035156,102.93497467041016,67.49602508544922,144.57565307617188,68.15914916992188,62.11337661743164,196.58731079101562,39.88999938964844,151.242431640625,55.48301696777344,197.3980712890625,246.44239807128906,56.207550048828125,107.38794708251953,125.48748779296875,678.1488037109375,65.41725158691406,84.2177963256836,157.22166442871094,83.37833404541016,33.5158576965332,70.36339569091797,329.0036315917969,306.9800109863281,38.58208465576172,147.6300048828125,107.89012145996094,251.10964965820312,185.17955017089844,35.54045867919922,65.21024322509766,93.30494689941406,96.51212310791016,40.16642379760742,136.94168090820312,29.61578369140625,152.61708068847656,241.14955139160156,429.8695373535156,250.0013427734375,321.474853515625,164.2727813720703,66.66682434082031,80.99276733398438,42.583885192871094,198.48497009277344,79.15401458740234,36.26744079589844,168.2095489501953,259.7005920410156,188.621337890625,414.3255920410156,286.5210876464844,83.63774871826172,89.66981506347656,200.22982788085938,72.75281524658203,87.9347915649414,38.60733413696289,183.50999450683594,61.8798713684082,69.58589172363281,80.34658813476562,1805.219970703125,203.6355743408203,152.85757446289062,111.49015808105469,160.01333618164062,130.71121215820312
2022-05-24,339.8732604980469,166.19589233398438,86.10845184326172,198.79730224609375,172.05804443359375,2017.055908203125,102.98638153076172,285.3539123535156,95.72276306152344,44.17555236816406,563.0072021484375,17.127731323242188,119.4000015258789,218.38999938964844,67.3720474243164,83.93000030517578,224.3375244140625,100.89264678955078,45.14631652832031,72.65621185302734,127.18968963623047,46.23997497558594,148.47518920898438,479.2264709472656,320.0599670410156,400.36126708984375,94.11859893798828,56.74727249145508,268.4800109863281,104.56639862060547,66.85253143310547,145.79061889648438,65.25022888183594,60.847694396972656,196.37498474121094,40.150001525878906,151.52330017089844,56.08438491821289,198.19790649414062,247.93023681640625,57.07729721069336,107.03142547607422,124.8401870727539,682.2362670898438,65.78398895263672,84.99327087402344,157.26991271972656,79.52333068847656,33.317848205566406,71.83466339111328,318.3094787597656,296.3699951171875,39.18169403076172,144.0,108.88418579101562,249.54063415527344,185.84713745117188,35.69793701171875,66.5645751953125,93.54270935058594,98.40213012695312,40.24895095825195,133.42689514160156,29.31232452392578,147.47698974609375,241.57179260253906,443.35565185546875,250.42181396484375,322.62286376953125,164.33273315429688,65.70547485351562,78.4686050415039,42.827213287353516,198.2139129638672,78.14795684814453,35.44468688964844,166.74803161621094,261.3183898925781,189.13742065429688,417.3164367675781,284.3174743652344,85.12435913085938,90.03068542480469,203.11273193359375,73.78333282470703,89.6448974609375,40.54533386230469,179.5500030517578,61.54882049560547,71.13560485839844,80.99699401855469,1910.219970703125,205.41554260253906,152.1151123046875,109.64137268066406,161.69627380371094,126.69160461425781
2022-05-25,336.763916015625,166.61585998535156,86.43177795410156,199.09951782226562,175.72067260742188,2112.651123046875,105.11717987060547,286.21734619140625,97.22663116455078,44.42367172241211,570.5189208984375,17.241050720214844,122.05999755859375,222.5800018310547,67.48030853271484,90.45800018310547,226.00119018554688,101.7483901977539,46.738525390625,72.89556121826172,127.42729187011719,46.257530212402344,153.13082885742188,478.74273681640625,325.7008972167969,404.665283203125,94.07405090332031,58.21159362792969,270.8399963378906,105.3775405883789,66.63188171386719,144.73703002929688,66.47453308105469,62.61774826049805,197.4550323486328,40.09000015258789,151.96328735351562,56.65962219238281,198.03602600097656,248.66949462890625,56.506526947021484,106.98684692382812,126.9849624633789,687.0693969726562,65.87781524658203,85.61012268066406,157.25059509277344,84.25166320800781,33.201942443847656,71.25535583496094,325.9178466796875,299.1700134277344,39.8923454284668,145.05999755859375,112.10227966308594,256.7755432128906,184.6674041748047,36.2201042175293,66.5645751953125,92.74385833740234,97.88826751708984,41.30329513549805,139.18394470214844,29.5399227142334,154.15330505371094,236.60806274414062,440.0805969238281,250.89959716796875,327.2149658203125,167.55645751953125,66.46692657470703,79.93521118164062,42.953086853027344,199.56919860839844,78.46466827392578,35.77567672729492,171.87744140625,258.49212646484375,188.27117919921875,416.1142272949219,283.4534912109375,87.15640258789062,91.62216186523438,203.32525634765625,74.06314849853516,89.8729248046875,41.05266571044922,186.52999877929688,62.79737854003906,70.91780853271484,81.48247528076172,1964.6600341796875,204.2576141357422,151.8548126220703,112.8227767944336,161.3987274169922,130.10877990722656
2022-05-26,342.2599182128906,168.94309997558594,87.76207733154297,202.64340209960938,182.22569274902344,2185.74560546875,111.45153045654297,294.1522216796875,98.93162536621094,44.65525817871094,594.0462646484375,17.25723648071289,127.7300033569336,223.3000030517578,67.70588684082031,90.9739990234375,225.93386840820312,106.20574951171875,48.81193161010742,75.35112762451172,129.51809692382812,47.477603912353516,157.7673797607422,485.99810791015625,330.01226806640625,405.0721435546875,88.63673400878906,60.95957565307617,269.6499938964844,106.46211242675781,68.47970581054688,149.10316467285156,69.14839935302734,65.49166870117188,201.49830627441406,40.13999938964844,153.53610229492188,56.18898010253906,197.7694091796875,251.59837341308594,56.624305725097656,109.06365203857422,128.2408905029297,679.6704711914062,66.17633056640625,86.18291473388672,160.01889038085938,83.6816635131836,33.76698684692383,71.8714599609375,340.6717834472656,306.1000061035156,40.34389114379883,148.6699981689453,112.64983367919922,263.4098815917969,186.86224365234375,36.57651138305664,66.2127914428711,94.65540313720703,98.619873046875,42.80690002441406,145.21688842773438,29.94769859313965,164.41404724121094,236.92709350585938,439.9017333984375,256.09783935546875,330.0997314453125,168.8253631591797,68.20879364013672,80.2345199584961,43.75022506713867,205.01918029785156,80.67244720458984,36.39984130859375,179.32489013671875,265.80133056640625,195.62472534179688,422.7408447265625,290.6856384277344,86.80451202392578,92.04780578613281,204.4432830810547,73.22364807128906,89.96060943603516,42.61000061035156,191.6300048828125,64.9445571899414,70.85079956054688,81.1435546875,2028.9599609375,208.50660705566406,155.2584686279297,116.75497436523438,162.5888214111328,136.91136169433594
2022-05-27,350.1933288574219,171.78652954101562,89.34178161621094,204.95550537109375,186.0467529296875,2229.499755859375,115.72286987304688,298.65130615234375,100.19939422607422,44.589088439941406,606.8751831054688,17.23295783996582,132.22999572753906,229.16000366210938,70.26021575927734,95.25800323486328,227.43408203125,109.07389068603516,50.90260314941406,76.63652038574219,132.88247680664062,47.06505584716797,161.80294799804688,493.6993103027344,342.5666198730469,407.3958740234375,88.31586456298828,61.41598129272461,273.7300109863281,109.67940521240234,70.52058410644531,152.99468994140625,71.81246948242188,67.17607116699219,207.38783264160156,41.20000076293945,157.58990478515625,56.476585388183594,200.80686950683594,254.89207458496094,57.76584243774414,113.43119049072266,129.564453125,688.9788818359375,64.93963623046875,86.40321350097656,165.9990692138672,84.46666717529297,34.44792175292969,72.51514434814453,358.0197448730469,322.9599914550781,40.29207992553711,156.24000549316406,115.28663635253906,267.65203857421875,189.0662384033203,36.60136413574219,66.89875793457031,97.67015838623047,99.638916015625,44.20048904418945,148.72274780273438,30.489952087402344,166.7232208251953,240.64283752441406,444.6815490722656,260.59844970703125,328.6671447753906,171.4146270751953,69.27486419677734,85.01347351074219,44.05229568481445,208.6589813232422,82.34925079345703,37.4968376159668,182.3969268798828,274.51385498046875,202.42538452148438,433.8441162109375,298.50030517578125,89.48745727539062,94.47206115722656,209.2942352294922,74.02316284179688,90.82881164550781,43.15599822998047,211.3800048828125,67.0254898071289,71.33663940429688,82.60005950927734,2055.389892578125,213.41590881347656,159.71316528320312,118.67882537841797,165.34092712402344,140.6487579345703
2022-05-30,350.1933288574219,171.78652954101562,89.34178161621094,204.95550537109375,186.0467529296875,2229.499755859375,115.72286987304688,298.65130615234375,100.19939422607422,44.589088439941406,606.8751831054688,17.23295783996582,132.22999572753906,229.16000366210938,70.26021575927734,95.25800323486328,227.43408203125,109.07389068603516,50.90260314941406,76.63652038574219,132.88247680664062,47.06505584716797,161.80294799804688,493.6993103027344,342.5666198730469,407.3958740234375,88.31586456298828,61.41598129272461,273.7300109863281,109.67940521240234,70.52058410644531,152.99468994140625,71.81246948242188,67.17607116699219,207.38783264160156,41.20000076293945,157.58990478515625,56.476585388183594,200.80686950683594,254.89207458496094,57.76584243774414,113.43119049072266,129.564453125,688.9788818359375,64.93963623046875,86.40321350097656,165.9990692138672,84.46666717529297,34.44792175292969,72.51514434814453,358.0197448730469,322.9599914550781,40.29207992553711,156.24000549316406,115.28663635253906,267.65203857421875,189.0662384033203,36.60136413574219,66.89875793457031,97.67015838623047,99.638916015625,44.20048904418945,148.72274780273438,30.489952087402344,166.7232208251953,240.64283752441406,444.6815490722656,260.59844970703125,328.6671447753906,171.4146270751953,69.27486419677734,85.01347351074219,44.05229568481445,208.6589813232422,82.34925079345703,37.4968376159668,182.3969268798828,274.51385498046875,202.42538452148438,433.8441162109375,298.50030517578125,89.48745727539062,94.47206115722656,209.2942352294922,74.02316284179688,90.82881164550781,43.15599822998047,211.3800048828125,67.0254898071289,71.33663940429688,82.60005950927734,2055.389892578125,213.41590881347656,159.71316528320312,118.67882537841797,165.34092712402344,140.6487579345703
2022-05-31,339.3565673828125,169.39805603027344,87.87291717529297,202.44998168945312,182.01138305664062,2207.440673828125,113.60172271728516,298.89825439453125,98.24087524414062,43.8695182800293,609.1969604492188,17.23295783996582,131.39999389648438,227.63999938964844,68.68134307861328,93.49400329589844,225.51075744628906,111.76333618164062,49.849117279052734,76.3616943359375,131.7230224609375,46.8807373046875,161.05880737304688,483.3235778808594,339.76519775390625,400.4355163574219,89.26961517333984,60.446109771728516,268.6499938964844,108.80445098876953,72.16614532470703,151.81771850585938,72.32177734375,66.70978546142578,205.80001831054688,41.0099983215332,158.38934326171875,56.520164489746094,201.18772888183594,251.04623413085938,57.584651947021484,113.62728881835938,128.77224731445312,661.0736083984375,64.35112762451172,85.25762176513672,164.87054443359375,83.79666900634766,34.220947265625,72.46915435791016,351.8288269042969,319.20001220703125,40.04038619995117,153.72999572753906,115.37936401367188,259.60369873046875,190.2825164794922,36.700828552246094,66.53819274902344,97.37533569335938,98.00148010253906,42.29113006591797,144.0423583984375,30.24260711669922,165.77635192871094,240.02357482910156,442.0460205078125,260.0729064941406,322.96807861328125,170.4715576171875,68.4562759399414,85.01347351074219,44.53057861328125,203.67361450195312,82.59146881103516,36.95779800415039,176.65306091308594,268.65679931640625,206.949951171875,432.4366760253906,292.75341796875,88.67819213867188,94.18522644042969,207.8158721923828,72.78389739990234,89.47825622558594,42.47800064086914,207.75,65.55937957763672,70.5492172241211,81.61073303222656,2059.64990234375,210.28659057617188,156.1455535888672,119.9926986694336,166.46595764160156,139.27442932128906
2022-06-01,322.3926696777344,167.9019775390625,87.5865478515625,203.8685302734375,178.67498779296875,2202.531005859375,110.86072540283203,294.32586669921875,101.20489501953125,43.31536102294922,601.39404296875,17.176294326782227,130.64999389648438,216.38999938964844,69.11688995361328,95.0260009765625,219.25991821289062,111.60347747802734,48.48410415649414,75.35112762451172,130.88668823242188,45.98542785644531,158.1394500732422,473.4410705566406,334.418701171875,399.6985168457031,87.1570816040039,59.42869186401367,269.4100036621094,107.97505950927734,70.12527465820312,148.45773315429688,72.03773498535156,66.2054214477539,202.45835876464844,39.91999816894531,154.97511291503906,56.450435638427734,198.6644744873047,247.57469177246094,56.99576187133789,112.18334197998047,129.99920654296875,655.2857055664062,63.93321228027344,85.07257843017578,161.09915161132812,83.62166595458984,33.45790481567383,71.90821838378906,344.2493896484375,316.8599853515625,40.03298568725586,153.22000122070312,117.88134765625,256.91107177734375,188.37118530273438,36.41073989868164,66.44145965576172,96.99491882324219,97.26115417480469,42.953651428222656,139.27296447753906,30.442384719848633,164.81983947753906,235.89495849609375,438.5320739746094,260.38818359375,316.6009216308594,170.9344940185547,68.15168762207031,82.2897720336914,43.4229736328125,200.3339080810547,82.50761413574219,37.48738098144531,171.82156372070312,263.7060546875,201.50389099121094,421.0890808105469,274.1244201660156,90.76297760009766,96.14683532714844,209.02630615234375,72.63289642333984,89.48705291748047,41.64066696166992,207.3800048828125,66.60929107666016,70.12200927734375,80.75883483886719,2035.1099853515625,208.25778198242188,154.7667236328125,117.27111053466797,163.9091033935547,136.86184692382812
2022-06-02,333.1031494140625,172.3901824951172,88.9075927734375,207.6175994873047,182.78489685058594,2334.166748046875,113.64046478271484,296.5205383300781,100.51415252685547,43.5717658996582,625.0487060546875,17.152009963989258,140.5,227.2100067138672,71.24927520751953,100.95999908447266,225.4049530029297,116.05146789550781,50.16258239746094,75.5284194946289,133.83291625976562,46.020538330078125,161.3640594482422,471.2976379394531,342.8990173339844,401.34539794921875,87.79886627197266,60.63628005981445,270.04998779296875,108.80445098876953,73.01192474365234,151.95062255859375,73.8203125,68.20384979248047,206.51083374023438,40.66999816894531,159.179443359375,55.3087043762207,199.87376403808594,246.49864196777344,57.11353302001953,115.46341705322266,131.19717407226562,627.2213745117188,64.02701568603516,85.68061828613281,166.57777404785156,86.22333526611328,34.7618408203125,72.89215087890625,358.5018310546875,330.80999755859375,40.084808349609375,161.41000366210938,117.46855163574219,261.0079345703125,191.3707733154297,36.3029899597168,66.79322814941406,97.86035919189453,97.36567687988281,42.60398864746094,143.17921447753906,31.00366973876953,168.5203094482422,238.03433227539062,437.2285461425781,266.4273986816406,313.0341491699219,175.48716735839844,69.6175308227539,88.11629486083984,43.783782958984375,204.42868041992188,83.72793579101562,39.45443344116211,174.9588165283203,271.5415344238281,204.1301727294922,431.4592590332031,284.98724365234375,90.60464477539062,96.47993469238281,212.00157165527344,72.36193084716797,89.67120361328125,42.27466583251953,214.08999633789062,65.54991149902344,70.49186706542969,81.4092025756836,2061.300048828125,214.46861267089844,158.9937744140625,118.59436798095703,165.55477905273438,140.68832397460938
2022-06-03,326.1990661621094,170.4479522705078,88.9907455444336,206.33721923828125,182.15115356445312,2298.264404296875,111.34500122070312,291.42694091796875,103.27706909179688,44.001853942871094,615.997802734375,16.917274475097656,139.25,217.7899932861328,71.40354919433594,98.49600219726562,220.24082946777344,114.01993560791016,49.2691764831543,74.57103729248047,133.38621520996094,45.05500793457031,159.1602783203125,467.8169860839844,342.82305908203125,402.782958984375,85.10697174072266,58.981788635253906,269.44000244140625,108.5583724975586,72.67178344726562,149.26449584960938,68.50199127197266,66.68124389648438,203.71380615234375,39.90999984741211,155.41717529296875,55.29999923706055,198.55970764160156,237.64662170410156,56.54276657104492,113.71642303466797,131.97972106933594,626.873291015625,64.1123275756836,83.62738800048828,163.0186309814453,85.43000030517578,34.23060607910156,72.57950592041016,349.5048828125,327.67999267578125,39.840518951416016,158.55999755859375,120.02953338623047,260.41717529296875,190.06300354003906,35.58190155029297,66.1864242553711,95.99635314941406,96.81695556640625,43.68059158325195,143.2948760986328,30.547029495239258,168.7425079345703,236.77696228027344,451.8699035644531,264.53533935546875,310.8724365234375,171.47470092773438,68.33255004882812,86.33042907714844,43.58240509033203,200.95346069335938,84.10055541992188,39.08560562133789,169.77354431152344,261.74713134765625,201.53158569335938,422.29132080078125,276.9395751953125,91.8889389038086,97.72907257080078,212.63912963867188,71.1803970336914,89.40811157226562,42.10733413696289,208.3699951171875,66.48635864257812,69.84165954589844,80.61223602294922,2058.0400390625,215.8466339111328,156.90443420410156,116.4171142578125,161.9565887451172,140.5696563720703
2022-06-06,328.83062744140625,170.77163696289062,89.80370330810547,207.41494750976562,183.38134765625,2309.510498046875,111.38374328613281,293.1004638671875,102.63006591796875,44.051475524902344,619.2991333007812,16.94965362548828,139.24000549316406,216.42999267578125,72.76465606689453,98.50800323486328,219.4041748046875,113.3411865234375,49.487728118896484,75.23589324951172,134.3460693359375,45.116455078125,159.34153747558594,471.76239013671875,344.6368408203125,403.4380798339844,85.11587524414062,58.69652557373047,268.0,109.4333267211914,72.60742950439453,149.94790649414062,69.00147247314453,64.76844787597656,202.6337432861328,39.380001068115234,155.4454345703125,54.062381744384766,201.98757934570312,241.717041015625,56.57900619506836,113.97490692138672,132.52072143554688,605.6708984375,64.18055725097656,84.3499755859375,164.9476776123047,85.66999816894531,34.40928649902344,72.44155883789062,349.5338134765625,328.7900085449219,39.67026138305664,160.2899932861328,118.87541961669922,266.3736877441406,190.37396240234375,35.04316329956055,66.26556396484375,95.92027282714844,96.77342224121094,43.45054244995117,142.07583618164062,30.57556915283203,171.60243225097656,242.76345825195312,452.3327331542969,265.45269775390625,312.1301574707031,170.92593383789062,69.45571899414062,86.60977935791016,43.842525482177734,198.27200317382812,84.07262420654297,40.45686721801758,167.5765380859375,264.97296142578125,205.35572814941406,415.59619140625,276.2115173339844,93.26119995117188,101.2174072265625,212.42660522460938,71.58905029296875,89.50457000732422,42.52000045776367,208.60000610351562,65.8431396484375,69.85855865478516,79.82445526123047,2099.06005859375,211.7316436767578,156.70130920410156,117.94681549072266,164.55064392089844,142.79434204101562
