Date,NSRGY,LVMUY,ASML,NVO,RHHBY,SHEL,AZN,TM,SAP,HSBC,SIEGY,IDEXY,SONY,DEO,BTI,UL,SNY,GSK,BP,VOW3.DE
2018-01-03,-0.004087333325375142,0.0027468109114019423,0.007595871295736689,0.009601217514833671,0.012909165900451658,0.008083485545505864,0.00197854377120521,0.013710514829277987,0.008185748184500463,-0.004961199343745837,0.008892646023387796,-0.0040065527103045895,0.011138251376376695,0.0029630316101638687,-0.008335666249273621,-0.0012763038124611326,-0.0027700212083363596,-0.003791097496602558,0.011561992684512079,0.03464098140561633
2018-01-04,0.0005864568352731414,0.011984153545488319,0.009325604774025109,-0.0034746090708465127,0.005595377504425514,0.004373695689994461,0.0014104263253795768,0.015599645239114945,0.015356086951008097,0.002109522324251767,0.02786465079676792,0.008620705090391256,0.020518053880072884,-0.0057709899218807426,-0.004653363788859832,0.00602413166560023,0.016203523799994013,0.0019023855509421317,0.00396546068818493,0.01749881558930011
2018-01-05,0.004570310049694326,0.01810167038551347,0.011728880415584841,0.004588048630242314,0.000927361060257148,0.002177759113977995,0.010422561246922424,0.012863140320521493,0.011125598416411364,-0.0017221006727009547,0.001659698429015366,0.01823378260232822,0.03068789626512225,0.0014510406522747488,0.014779066766547055,0.007802724990833232,0.017540044175281988,0.017634593338582416,0.0013939568610308317,0.02728742318481414
2018-01-08,-0.0027997196594501395,-0.021269250091324188,0.005249428191155703,-0.0009134026441082188,-0.010500328720209562,0.00028935351586589775,-0.0069696902795567395,0.006798210688976125,-0.013152192644742988,-0.008050523986009916,0.0024855320863579333,-0.008953733289238874,0.0061604954662766165,0.00013816407909161832,-0.004755495339938576,0.0016201857738142866,-0.0015672187711999186,-0.002932534631511996,-0.0004640515065416073,0.0035713260405649816
2018-01-09,0.004796346080068847,-0.001018612227444149,-0.005385293394398194,0.0031083430726073225,-0.00655433568885444,-0.004199255789806622,-0.004210952311932359,-0.007791150252801082,-0.005574837648763098,0.007729105732731556,0.0008264565112758859,-0.0005646176672352565,0.011223967850989336,-0.003932557731499586,-0.0011946322820451938,-0.010066628940837319,-0.005829525927907642,-0.012032144918527776,-0.0048745267112004775,0.0022242981985576282
2018-01-10,-0.00954711829946564,-0.016655440787764375,-0.011649442012216293,-0.0012759828895874126,-0.006911722714269319,0.003926474244885014,-0.005638656903195982,0.020041731717994393,-0.011299985070341134,0.03394076053831174,-0.006881207856421545,-0.02203415372017381,0.004642207929852038,-0.0036015857999791567,0.003887094900974608,-0.017795339236928776,-0.01398278575051004,-0.014884820617501071,0.0006996728659769413,-0.011318160715633296
2018-01-11,-0.006465202483530885,-0.002246826992956419,-0.011952756516992236,0.0031029140194342997,-0.007592409547300005,0.011587139090966758,0.0036858502505792146,0.0037392962003333086,-0.028617085508681583,0.0070475244326395625,0.009839122057713867,-0.0034659899990925336,0.010044029392008103,0.0009036673714295507,0.014891943694286702,-0.0012942368525108439,0.006633122213086873,0.012087765713375775,0.008624767941558531,-0.0022447683250511608
2018-01-12,0.006862289468224425,0.021306083582563362,0.012993456899041078,0.0014554968586728556,0.013069576158492913,0.014891245940705122,0.007062292521200719,0.002118043916752299,0.004469328963533359,0.009760396061807564,0.02442695205197465,0.01565217439626876,-0.004972124717726678,0.0050698031186720005,-0.0052823565989015275,0.009255998830039802,0.01749584176441621,0.01791513272213341,0.014790962026933752,0.011361105574225094
2018-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044475012787659196
2018-01-16,0.012925736554377343,0.005766609674091372,0.03046375775482435,0.004905425420743903,-0.03461291058802329,-0.012697553283169571,-0.018513429873861953,0.005612339305820058,0.004993971126644459,0.001276896865185062,0.00683196710514955,0.0005708775962380841,-0.02158718725365083,-0.01091754226065722,0.019767019594662205,0.009354427011310396,0.002903282309838051,0.01119997882807322,-0.033022227859958675,0.022790532622319004
